,tower,lat,lon,orbit,scene,tile,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir,SWout,LWin,LWout,hour_of_day,Topt,fAPARmax,LE_insitu,H_insitu,Rn_insitu,G_insitu,SWin_insitu,SWout_insitu,LWin_insitu,LWout_insitu,tm,puv,pvis,pnir,fduv,fdvis,fdnir
64,US-PFi,45.9749,-90.2327,5363,6,15TYL,2019-06-16,167,2019-06-15 17:59:04.152,0.0626715794205665,1.2838003635406494,1.424175500869751,0.3380210399627685,73.33103741242788,4.0,,,,,,,,0.98,,294.7,1.44,,,,,,,,,209.8590282695502,,,,,,,,455.08438,,7.978589,,8.506513,7.659807,8.515199,2019,,294.7,0.9171205,0.0655496,21.55,3.058,370.3551244327651,12.34681587796895,94.08385599141332,103.61818415612285,43.34825346869335,101.96195740357875,50.735602522719965,1.6562267525441001,13.756176806457631,,419.1387341636923,17,0.0,0.4958,,,,,,,,,0.5666427,0.058833856,0.44831932,0.49375138,0.9866562,0.46074061284913304,0.98401606
65,US-PFi,45.9749,-90.2327,5406,8,15TYL,2019-06-19,170,2019-06-18 17:59:04.152,0.1213578879833221,64.77238464355469,1.9127120971679688,0.3536852896213531,73.25253046037585,4.0,318.335,0.4312826,1.0,0.00384,5.60888875,0.038399998,122.53025,0.966,50.0,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0.0,0.5958131,13.920257737742217,0.0,0.33744952,0.7640247,325.01245,17.9711,0.0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49,3.058,371.8932829208888,1.1676238527921476,7.199451003239192,5.531919851834816,6.58166531232393,5.529863667292873,0.6177856909152615,0.002056184541943118,1.60450933705769,323.07518829572376,385.4982936110381,17,0.0,0.4958,,,,,,,,,0.037430786,0.08387947,0.51719236,0.39740068,0.9994678,0.9141898888349533,0.9996283
66,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.390955209732056,0.3481855988502502,73.25213910420483,4.0,,,,,,,,0.948,,284.72,1.8,,,,,,,,,238.90196165702972,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57,3.058,371.64729760508305,12.621768995770637,99.32882969340771,127.37623812887743,28.624709819428407,11.397927292260478,70.70411987397931,115.97831083661696,30.70697650098317,,353.2575199834563,17,0.0,0.4958,,,,,,,,,0.64281905,0.05283242,0.41577235,0.5331737,0.5883835,0.2881812854111195,0.08948237
67,US-PFi,45.9749,-90.2327,5638,5,15TYL,2019-07-04,185,2019-07-03 17:59:04.152,0.0821856558322906,1.529564380645752,2.837737560272217,0.3092656135559082,73.50026023829318,4.0,180.07857,0.4275322,1.0,0.00696,3.6113186,0.06959999,102.80406,0.952,38.83144,293.78,2.32,345.99844,,282.508,0.16735227,120.82643,0.8088463,0.023802109,0.7688161,173.6358181760841,110.0608425131802,0.38775676,0.33629492,355.75305,22.106958,0.0,,454.7542,,7.788704,,8.305284,7.3690643,10.580594,2019,22.106958,293.78,0.9065302,0.1445364,20.63,3.058,366.2696456750976,11.1064016880139,79.67511282084975,82.90311708992583,37.68028505248613,81.47474298827224,41.99482776836362,1.4283741016535885,25.0967039587956,363.6244139455301,402.1027402280688,17,0.0,0.4958,,,,13.084,,,,,0.47406554,0.06396377,0.45886335,0.477454,0.9860662,0.47292415057146653,0.98277056
68,US-PFi,45.9749,-90.2327,5653,6,15TYL,2019-07-05,186,2019-07-04 17:59:04.152,0.17392098903656,72.78224182128906,4.366536140441895,0.3083402514457702,73.55442703026962,4.0,213.43344,0.59945273,1.0,0.00576,3.9156637,0.0576,57.85082,0.954,40.344093,288.78,1.92,286.00146,,230.42682,0.024199057,138.07036,0.9576115,0.01818943,0.87282354,11.35785466273468,0.0,0.35734668,0.0,156.14838,21.278782,0.0,,456.074,,7.296048,,7.9527016,7.2695193,22.265017,2019,21.278782,288.78,0.905329,0.14781098,15.63,3.058,365.11155494747476,0.9856852796945286,6.1403744322741005,4.211429419197093,5.614050250254805,4.210646234442966,0.5263241820192954,0.0007831847541268644,1.6788164325747508,363.29147730003285,376.20797816616994,17,0.0,0.4958,,,,6.47,,,,,0.031107903,0.08678446,0.540628,0.37079445,0.9995356,0.9142846763134003,0.99981403
69,US-PFi,45.9749,-90.2327,5699,5,15TYL,2019-07-08,189,2019-07-07 17:59:04.152,0.5233216881752014,-0.0060764816589653,1.7928768396377563,0.3358102440834045,73.74463898121562,4.0,,,,,,,,0.966,,287.54,1.36,,,,,,,,,221.37796670767426,,,,,,,,455.29233,,7.246397,,7.8369217,7.246725,3.938947,2019,,287.54,0.926123,0.18419537,14.39,3.058,361.05791082099347,9.915481956237585,91.90314664660382,120.44442539775656,55.77706311934066,37.65185547507308,36.126083527263155,82.79256992268348,40.77679648756774,,374.4392600903809,17,0.0,0.4958,,,,,,,,,0.613137,0.044789832,0.41514134,0.5440669,0.8936298,0.606911353468895,0.3126077
70,US-PFi,45.9749,-90.2327,5745,5,15TYL,2019-07-11,192,2019-07-10 17:59:04.152,0.1370292603969574,39.95758819580078,2.942829370498657,0.3432811796665191,73.97595997117749,4.0,,,,,,,,0.974,,285.04,1.08,,,,,,,,,19.42279749028807,,,,,,,,454.77942,,6.908888,,7.517919,7.069734,26.036194,2019,,285.04,0.91602564,0.13836004,11.89,3.058,356.1416824777537,1.7251005155424521,9.740310868855289,7.93330197921288,8.901694183604558,7.931034134756905,0.8386166852507309,0.0022678444559751654,2.6873390376681567,,364.580446609374,17,0.0,0.4958,,,,,,,,,0.054536715,0.088818334,0.50148857,0.4084531,0.9993458,0.9139024722576141,0.99971414
71,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,,,,,,,,0.97,,294.34,1.96,,,,,,,,,147.84228860031507,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19,3.058,319.0088903964655,8.642836642505351,66.99657982480039,72.16774605233856,28.461931275602403,69.98661079644755,38.53464854919799,2.1811352558910073,7.375576791612922,,412.8383701157034,17,0.0,0.4958,,,,,198.453,32.163,412.336,454.445,0.46344253,0.05845984,0.4531625,0.48814008,0.97414774,0.42482663070311744,0.96977687
72,US-PFi,45.9749,-90.2327,6032,8,15TYL,2019-07-29,210,2019-07-28 17:59:04.152,0.7254098653793335,40.58903884887695,4.706615447998047,0.298759400844574,76.18150193323542,4.0,115.65612,0.4036896,1.0,0.00396,6.52174535,0.0396,35.93014,0.972,21.479284,291.48,1.32,143.0206,,111.68391,0.30993748,45.417034,0.6243278,0.059354994,0.7132578,11.111390668456673,0.0,0.37133434,0.29384407,93.57928,19.988388,0.0,,455.57086,,7.6442833,,8.209112,7.5520787,2.106736,2019,19.988388,291.48,0.88454473,0.04988221,18.33,3.058,309.17092162387945,0.8446054897292907,5.618443384768561,4.6300946974201596,5.13485576837277,4.628158455769751,0.4835876163957913,0.001936241650408732,0.5542607227159961,344.41249887149,397.8437013337365,17,0.0,0.4958,339.202,,170.16,3.835,237.275,48.337,351.254,433.989,0.035939313,0.07601258,0.5056472,0.41669804,0.9993447,0.9139285415410996,0.9995818
73,US-PFi,45.9749,-90.2327,7131,8,15TYL,2019-10-08,281,2019-10-07 17:59:04.152,0.077184297144413,0.0635957643389701,0.8916543126106262,0.3026192188262939,93.56503398711334,4.0,179.49911,0.6633525,1.0,0.00288,1.3790335,0.0288,123.649284,0.976,32.428555,291.24,0.96,350.8693,,238.91095,0.50409937,158.4329,0.09512435,0.40076354,0.54144883,0.0,0.0,0.2928556,0.0,1.9290103,17.044167,0.0,,455.433,,7.62283,,8.210868,7.5308504,7.8146434,2019,17.044167,291.24,0.59214115,0.09931689,18.09,3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.6337689812456,398.1668373565559,17,0.0,0.4958,,,415.671,,13.162,3.555,338.813,404.933,0.27352148,0.06490203,0.42039603,0.5156738,1.0,0.6876676338319997,0.999712
74,US-PFq,45.9271,-90.2475,5116,8,15TYL,2019-05-31,151,2019-05-30 17:59:00.600,0.756563663482666,-1.3924190998077393,2.47443962097168,0.3445474505424499,74.46070340957209,4.0,23.673328,0.5586234,1.0,0.00528,2.2931082,0.0528,92.72218,0.96,9.089614,292.76,1.76,244.22351,,172.25792,0.53660816,96.932365,0.19536097,0.28607687,0.59723926,183.3246776693292,89.81066097607402,0.25753713,0.0,10.603195,16.812227,0.0,,439.31396,,7.6193295,,8.255828,7.4056935,15.933604,2019,16.812227,292.76,0.7020776,0.05009072,19.61,3.493,347.1717343009911,7.929638146591833,72.87184500539824,103.02936058096597,50.72530762089851,39.89565183021361,22.14653738449973,63.13370875075236,9.182863025165284,315.54859483124005,399.8797071132341,17,0.0,0.4951,,,,,,,,,0.52805185,0.043254614,0.39750156,0.56200486,0.93895817,0.6960892456769944,0.38722605
75,US-PFq,45.9271,-90.2475,5177,8,15TYL,2019-06-04,155,2019-06-03 17:59:00.600,0.5099445581436157,0.6549345254898071,2.548341751098633,0.3445150852203369,74.06967698127185,4.0,76.2694,0.9213295,1.0,0.00552,3.07682655,0.0552,60.9415,0.972,19.011185,298.38,1.84,241.54239,,181.0139,0.5203346,166.98833,0.30322552,0.17761622,0.7612368,186.06179414387572,90.09850277767416,0.18514238,0.48492542,121.77112,20.378658,0.0,,438.9398,,8.390865,,8.795225,7.9049225,7.0390167,2019,20.378658,298.38,0.7009077,0.049706392,25.23,3.493,355.2800938482595,9.432432845718568,79.7354187149592,96.89002429558435,34.1612238745503,94.53525221382613,45.57419484040889,2.3547720817582274,9.248459423339146,350.1592724781414,436.87408324466,17,0.0,0.4951,,,,,,,,,0.5237045,0.050695162,0.42854267,0.5207411,0.9802005,0.4284322378323612,0.97569644
76,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,340.5972,0.5384661,1.0,0.0048,5.04797915,0.048,230.70576,0.976,50.0,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,5.008838729125523,0.0,0.2781005,0.0,2.5373716,16.587654,0.0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93,3.493,369.5654072911134,0.4907535172903277,2.856594978302911,1.6485318923862542,2.611316321494528,1.6480455046049136,0.24527865680838312,0.00048638778134058036,0.2283206801191906,309.6438223381093,397.2925863622389,17,0.0,0.4951,,,,,,,,,0.013553321,0.097977504,0.57031083,0.32912457,0.9993637,0.9141360050439835,0.99970496
77,US-PFq,45.9271,-90.2475,5363,6,15TYL,2019-06-16,167,2019-06-15 17:59:00.600,0.0630536153912544,1.426609754562378,1.4292805194854736,0.3380798399448395,73.33474734979355,4.0,,,,,,,,0.964,,295.38,1.44,,,,,,,,,199.80094354183743,,,,,,,,439.36694,,7.9157386,,8.467669,7.7165284,9.204843,2019,,295.38,0.89346296,0.06520651,22.23,3.493,370.2750341383928,12.004097109805546,89.10805496165138,98.78944539292031,41.76330548736604,97.26036910400363,47.34474947428534,1.5290762889166842,13.0283251013002,,416.1142195793213,17,0.0,0.4951,,,,,,,,,0.53960145,0.060080282,0.44598415,0.49443933,0.9871024,0.46868159680221205,0.98452187
78,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,22.536260350468133,0.0,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,1.8539279291335475,11.567506508997042,9.086804884175994,10.572839586523955,9.082830507602425,0.9946669224730869,0.00397437657356825,2.62400968799494,323.7067759265402,393.4939408804487,17,0.0,0.4951,,,,,,,,,0.06061203,0.08226422,0.5132842,0.4032082,0.99936694,0.9140119850635529,0.9995626
79,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,,,,,,,,0.95,,282.58,1.8,,,,,,,,,236.8935933271287,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,12.644213666802203,97.23120604865876,127.49478133768812,29.004202535623826,10.768086401864132,68.22700351303493,116.72669493582399,33.07658520690096,,343.47921906786075,17,0.0,0.4951,,,,,34.305,7.902,398.803,413.525,0.637555,0.053375077,0.41044253,0.5381943,0.5843313,0.29830137580633165,0.08445904
80,US-PFq,45.9271,-90.2475,5638,5,15TYL,2019-07-04,185,2019-07-03 17:59:00.600,0.0832377821207046,0.907562017440796,2.8574509620666504,0.3092333376407623,73.50381187683945,4.0,191.0946,0.41293606,1.0,0.00696,5.10270315,0.06959999,104.22016,0.902,9.279946,283.52,2.32,414.54193,,338.39435,0.22571856,139.70897,0.7558267,0.018454757,0.74851274,225.63962227248985,222.97122425111877,0.35456887,0.0,237.63312,21.930634,0.0,,440.1115,,6.82484,,7.3307843,6.590651,9.809735,2019,21.930634,283.52,0.91077983,0.14714703,10.37,3.493,366.1929954478379,13.456566576048118,102.11168322299702,110.42070792747455,42.20158553071353,105.44669982426142,59.910097692283486,4.974008103213137,33.202197055969435,361.0194023551997,330.4855814937979,17,0.0,0.4951,102.251,83.23,349.257,22.305,,,,,0.6161768,0.059637427,0.45254323,0.48936754,0.9522004,0.4132885111545113,0.954954
81,US-PFq,45.9271,-90.2475,5653,6,15TYL,2019-07-05,186,2019-07-04 17:59:00.600,0.1679906249046325,73.58078002929688,4.424029350280762,0.3082490563392639,73.55792808178722,4.0,193.75783,0.6127173,1.0,0.00576,3.9435748,0.0576,54.974567,0.95,31.530762,288.8,1.92,278.85114,,224.60312,0.020795917,137.75128,0.9668446,0.012359439,0.8789811,11.09343573159617,0.0,0.3513708,0.0,152.03036,21.094147,0.0,,439.3881,,7.2577333,,7.9612846,7.285751,22.935236,2019,21.094147,288.8,0.91085976,0.1456703,15.65,3.493,365.03597306728665,0.9651988049239291,5.971815732953604,4.136174297641282,5.459850374694852,4.135394260269305,0.5119653582587516,0.0007800373719772935,1.6159841110523336,362.2075503719998,374.734379979042,17,0.0,0.4951,47.976,9.625,,14.655,188.399,38.439,407.956,439.525,0.03038998,0.0870063,0.53831977,0.3728488,0.99952203,0.9142697328329087,0.9998114
82,US-PFq,45.9271,-90.2475,5699,5,15TYL,2019-07-08,189,2019-07-07 17:59:00.600,0.5198169946670532,-0.0443261750042438,1.8252662420272827,0.3353461325168609,73.74796270771009,4.0,,,,,,,,0.966,,286.04,1.36,,,,,,,,,223.097152112096,,,,,,,,439.985,,7.072905,,7.6717973,7.152893,3.6855214,2019,,286.04,0.91139615,0.122104466,12.89,3.493,360.9860763346435,9.840465515653904,91.70523280125418,122.39826909058273,55.04912160273401,37.51762506260578,36.65611119852017,84.88064402797696,27.241158624768257,,366.68688928808734,17,0.0,0.4951,,,,,,,,,0.6180215,0.04410843,0.41105515,0.54863214,0.89048415,0.6002833199501038,0.30652088
83,US-PFq,45.9271,-90.2475,6630,5,15TYL,2019-09-06,249,2019-09-05 17:59:00.600,0.3519242107868194,24.648944854736328,2.8243300914764404,0.2893485128879547,84.72500475162882,4.0,,,,,,,,0.952,,277.86,1.64,,,,,,,,,6.4156809105407255,,,,,,,,440.61432,,5.9787226,,6.707849,6.306682,25.117575,2019,,277.86,0.9147224,0.11432586,4.71,3.493,120.93376567528861,0.5404067498874184,3.092807481199795,2.774986801947596,2.8287094361729146,2.774986801947596,0.2640980450268806,0.0,0.7334786496257921,,321.77496537922093,17,0.0,0.4951,,,,,147.424,34.894,341.859,403.298,0.053051196,0.084232174,0.48207003,0.43253192,0.99974835,0.9146089607477188,1.0
84,US-Syv,46.242,-89.3477,12274,4,15TYM,2020-09-04,248,2020-09-03 18:02:36.552,0.0455341041088104,39.34721374511719,1.2479722499847412,0.33342444896698,85.0538652181187,4.0,,,,,,,,0.962,,281.94,1.08,,,,,,,,,5.176761687467436,,,,,,,,520.4375,,6.3479576,,7.048783,6.5387883,16.060799,2020,,281.94,0.7786991,0.12285839,8.79,2.75,113.35447874477885,0.5169988507948164,2.604489168493573,2.0512742801630544,2.379641708707555,2.049315098194763,0.22484745978601772,0.001959181968291368,0.6360087100968064,,344.67757757449493,18,0.0,0.4913,,,,,14.66803,4.403706,334.6562,378.2601,0.04566879,0.09986916,0.50311166,0.3962466,0.9992551,0.9136692667007447,0.9990449
85,US-WCr,45.8059,-90.0799,5116,8,15TYL,2019-05-31,151,2019-05-30 17:59:40.824,0.7650538682937622,-1.7809169292449951,2.48584508895874,0.3454281687736511,74.6053204476462,4.0,38.343636,0.46540987,0.9840957,0.00564,0.66378015,0.056399997,89.119026,0.964,8.977026,292.0,1.88,251.33546,,187.8456,0.42958283,86.1905,0.35988998,0.20147923,0.6528165,162.85908263844087,89.93587726007826,0.32071307,0.0,28.881926,19.216301,0.0,,488.9458,,7.582426,,8.171509,7.3518786,18.33661,2019,19.216301,292.0,0.78389215,0.06564763,18.85,0.373,344.01927527218766,7.224226979875041,69.27195717866483,86.786727548837,48.74893954312864,35.45688515833358,20.523017635536192,51.32984239050343,10.69131279918779,335.16056318488137,397.3924557640562,17,0.0,0.4989,94.79713,-13.62383,104.5193,16.1605565,69.02033,10.61133,348.5843,353.5927,0.47340104,0.04435876,0.42534906,0.5328946,0.9413073,0.7037326723337174,0.40855193
86,US-WCr,45.8059,-90.0799,5177,8,15TYL,2019-06-04,155,2019-06-03 17:59:40.824,0.5306011438369751,1.6883498430252075,2.551189422607422,0.344730406999588,74.21492776389324,4.0,98.91593,0.50946677,1.0,0.00564,3.08224635,0.056399997,77.46093,0.966,24.570457,296.04,1.88,296.9302,,231.64888,0.0906055,118.01741,0.73005,0.18090385,0.79992193,112.34218267635309,35.23093545497861,0.39239204,0.4133954,181.27554,21.383657,0.0,,488.9565,,8.029282,,8.607552,7.725477,9.646465,2019,21.383657,296.04,0.7875583,0.14573573,22.89,0.373,352.1234607675869,6.661410760063791,52.166994830059416,53.29079056793434,25.536933601308196,52.5709278763882,26.63006122875122,0.7198626915461404,16.37225623784782,359.9779348295694,420.716831366224,17,0.0,0.4989,198.0967,227.0053,423.8846,15.673195,83.94467,15.71133,357.0224,393.7207,0.31904203,0.05929572,0.46435803,0.47436136,0.9944429,0.4895228043037171,0.9864918
87,US-WCr,45.8059,-90.0799,5238,8,15TYL,2019-06-08,159,2019-06-07 17:59:40.824,0.1037769764661789,-0.0160998199135065,2.303846836090088,0.3163683414459228,73.89649135568884,4.0,350.79395,0.46228534,1.0,0.00288,4.03343615,0.0288,143.50894,0.978,50.0,301.8,0.96,587.5698,,477.95166,0.5882961,221.15654,0.22521223,0.18585019,0.5809197,246.66579229136065,111.43954309559146,0.4308582,0.5253331,256.2384,24.017933,0.0,,489.46353,,9.245319,,9.6234865,8.669304,2.0631225,2019,24.017933,301.8,0.79608476,0.16270477,28.65,0.373,358.6836757760892,12.486788648884353,112.9561437564664,122.21018942062219,29.882572251661887,13.55653541438616,83.07357150480452,108.65365400623602,40.1337010016336,364.9806933872231,460.0732415813587,17,0.0,0.4989,348.1055,317.0294,629.6369,15.88613,183.5027,33.13967,380.6683,454.425,0.6876973,0.050622296,0.45793194,0.49544847,0.6376988,0.26455021619796754,0.11092803
88,US-WCr,45.8059,-90.0799,5345,8,15TYL,2019-06-15,166,2019-06-14 17:59:40.824,0.2507283091545105,112.33018493652344,2.923570156097412,0.3639492392539978,73.51671980004183,4.0,346.57733,0.48448667,1.0,0.00396,4.71179685,0.0396,223.57405,0.974,50.0,290.8,1.32,621.4807,,461.7854,0.8201485,223.26514,0.17124334,0.002368408,0.53765476,6.124392494233163,0.0,0.31326196,0.0,2.1345031,16.55363,0.0,,490.03055,,7.4621205,,8.070561,7.3682327,13.516183,2019,16.55363,290.8,0.9217351,0.04698573,17.65,0.373,366.40316280750966,0.5808430731757507,3.52861035095176,2.0099911963365504,3.22633257591614,2.0099911963365504,0.30227777503562026,0.0,0.2877590521480659,310.3019099250708,394.9551161908095,17,0.0,0.4989,,202.3977,664.2229,10.924793,12.68633,2.878335,387.5446,390.8853,0.0167149,0.09484093,0.5761568,0.32819438,0.9998627,0.9143351787328721,1.0
89,US-WCr,45.8059,-90.0799,5363,6,15TYL,2019-06-16,167,2019-06-15 17:59:40.824,0.0633015260100364,1.6467427015304563,1.4249731302261353,0.3371383547782898,73.48117773903056,4.0,,,,,,,,0.976,,294.28,1.44,,,,,,,,,128.97404913408718,,,,,,,,490.57056,,7.869356,,8.443021,7.614006,10.010949,2019,,294.28,0.9216012,0.04698429,21.13,0.373,367.11265188809244,8.426918038002041,60.8797413480741,59.53489842803795,29.271788823655427,58.52683869954406,31.60795252441867,1.0080597284938904,6.0597530988978585,,415.0534092498018,17,0.0,0.4989,,,,,46.94533,8.653334,381.1643,384.4387,0.3513201,0.06533809,0.47203094,0.4616037,0.9878356,0.4808132915068869,0.98306775
90,US-WCr,45.8059,-90.0799,5406,8,15TYL,2019-06-19,170,2019-06-18 17:59:40.824,0.1185800731182098,40.44513702392578,1.9534012079238887,0.3518864214420318,73.40286935249796,4.0,313.29422,0.82111436,1.0,0.00396,5.8897505,0.0396,92.18553,0.972,50.0,290.34,1.32,541.78766,,408.6535,0.8706032,335.9437,0.12868357,0.0,0.56967235,19.76089909572699,0.0,0.22932817,0.7762933,341.2667,17.300898,0.0,,490.81107,,7.407759,,8.004981,7.302203,4.542597,2019,17.300898,290.34,0.92510736,0.046979167,17.19,0.373,368.64921249570943,1.7623411762086787,10.167990072569403,7.806861580904095,9.29343742713811,7.803797879712629,0.874552645431292,0.0030637011914658174,0.9283503206175864,317.0420381291849,391.6561344809476,17,0.0,0.4989,175.7299,155.3214,496.0807,,206.6983,39.72434,342.536,393.5283,0.05360353,0.08918325,0.514551,0.3950661,0.9993551,0.9139896243810655,0.99960756
91,US-WCr,45.8059,-90.0799,5528,7,15TYL,2019-06-27,178,2019-06-26 17:59:40.824,0.0812508463859558,-0.0507311485707759,2.317694187164306,0.3500066995620727,73.40247898595,4.0,,,,,,,,0.952,,284.98,1.76,,,,,,,,,255.14350895836964,,,,,,,,488.34033,,6.884748,,7.482213,6.8314443,18.204517,2019,,284.98,0.94802004,0.1379322,11.83,0.373,368.4054318092001,12.9618860516869,117.13564943140393,126.0895778969616,28.118195226275002,12.263100116158544,89.01745420512893,113.82647778080306,35.19250550634764,,356.0456263449377,17,0.0,0.4989,,,,,372.8657,79.01467,319.7957,414.8976,0.69256175,0.050802335,0.45909712,0.4941908,0.6145394,0.24004814386367798,0.09725705
92,US-WCr,45.8059,-90.0799,7131,8,15TYL,2019-10-08,281,2019-10-07 17:59:40.824,0.0767556279897689,0.0505143068730831,0.8649532198905945,0.3017930388450622,93.6601790252244,4.0,199.20169,0.94392765,1.0,0.003,1.64593475,0.03,130.52176,0.974,32.770824,291.32,1.0,366.85916,,246.77371,0.605958,233.00374,0.05418453,0.33971485,0.52379864,0.0,0.0,0.2337431,0.0,1.9192489,17.351807,0.0,,489.05972,,7.649203,,8.218583,7.4981513,10.978474,2019,17.351807,291.32,0.5392251,0.13701372,18.17,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.46572263742,397.7876910211228,17,0.0,0.4989,44.79422,205.8243,423.6202,3.2796645,18.67586,14.77724,268.0769,362.6351,0.24334344,0.07013373,0.4659903,0.46544158,1.0,0.7389336911082435,1.0
93,US-xAB,45.7624,-122.3303,11129,4,10TER,2020-06-22,174,2020-06-21 15:50:40.728,0.0662665069103241,3.1517114639282227,2.131829023361206,0.3128237128257751,51.138419430287016,3.0,196.57916,0.43251845,1.0,0.00516,4.4332817,0.051599998,74.523834,0.964,11.664661,287.02,1.72,279.98907,,194.65074,0.21836399,84.526794,0.69114363,0.09050325,0.74686426,428.27403415083734,319.7810039601434,0.34766844,0.4337426,250.13512,14.11329,0.0,,369.492,,6.954812,,7.6187296,6.9675336,24.416727,2020,14.11329,287.02,0.86121595,0.101719104,13.87,0.475,809.4375472595055,25.977327562563676,199.3541077523847,202.8226309367008,112.75897019576382,200.251917108008,86.59513755662087,2.5707138286927886,43.56365102028858,306.03896595302297,370.9683451234284,15,6.69,0.604,84.8892023893207,81.5522991701394,273.88,-2.8036666666666665,445.23,74.6,384.7,416.0,0.5291008,0.060655855,0.4654826,0.47358143,0.99454206,0.5656215037004423,0.9873253
94,US-xAB,45.7624,-122.3303,11190,4,10TER,2020-06-26,178,2020-06-25 15:50:40.728,0.0781328529119491,-0.0156611483544111,2.176679849624634,0.3120841979980469,51.174356220053646,3.0,,,,,,,,0.962,,285.92,1.64,,,,,,,,,628.9458804770101,,,,,,,,369.0507,,7.0016856,,7.624139,7.048536,23.107239,2020,,285.92,0.8720482,0.1010958,12.77,0.475,808.5952405712312,37.50973344906556,284.4335791305745,308.00137026248836,36.28270519341679,0.0,248.1508739371577,308.00137026248836,63.58377719869488,,364.5561180482143,15,6.69,0.604,,,,,553.86,93.98,342.0,420.0,0.77782536,0.059639048,0.45223856,0.48971045,0.45081505,0.12756125807762148,0.0
95,US-xAB,45.7624,-122.3303,11818,7,10TER,2020-08-06,219,2020-08-05 15:50:40.728,0.0637035146355629,2.624802073114552e-05,1.7359412908554075,0.3086414635181427,55.56459627535268,3.0,,,,,,,,0.972,,292.3,1.24,,,,,,,,,568.6617336074771,,,,,,,,368.40063,,7.8110814,,8.375999,7.643131,9.061301,2020,,292.3,0.8602083,0.10022292,19.15,0.475,733.9866252776217,32.880101797878915,255.46691856927265,281.2511440549041,33.2172732208924,1.7241477319540282,222.24964534838026,279.5269963229501,56.99293943440349,,402.3395304280101,15,6.69,0.604,,,,,633.37,93.74,389.7,494.2,0.7747576,0.05782014,0.44924232,0.49458426,0.4749833,0.13002573251724245,0.006130278
