,tower,orbit,scene,tile,time_UTC,product,variable,med3x3,vegetation,climate,MAT_C,MAP_mm,elevation,lat,lon
1962,US-Ha1,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_5,4.368518,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1963,US-Ha2,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_2,3.9251664,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1964,US-Ha2,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_4,4.532712,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1965,US-Ha2,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_5,4.411176,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1966,US-xHA,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_2,3.7439768,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1967,US-xHA,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_4,4.4135303,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1968,US-xHA,17462,12,18TYN,2021-08-04 17:53:56,L1CT_RAD,radiance_5,4.29481,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1969,US-Ha1,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_2,2.3496165,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1970,US-Ha1,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_4,2.9741652,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1971,US-Ha1,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_5,3.1326656,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1972,US-Ha2,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_2,2.686752,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1973,US-Ha2,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_4,3.4857502,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1974,US-Ha2,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_5,3.3929183,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1975,US-xHA,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_2,2.2846768,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1976,US-xHA,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_4,2.9067888,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1977,US-xHA,17523,12,18TYN,2021-08-08 16:21:36,L1CT_RAD,radiance_5,3.0915024,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1978,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_2,8.320789,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1979,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_4,8.792768,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1980,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_5,7.726746,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1981,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_2,8.336941,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1982,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_4,8.807239,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1983,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_5,7.7701807,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1984,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_2,8.304176,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1985,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_4,8.779656,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1986,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L1CT_RAD,radiance_5,7.683982,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1987,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,EmisWB,0.944,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1988,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST,298.28,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1989,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST_err,2.44,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1990,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,height,324.55798,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1991,US-Ha1,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,view_zenith,29.03793,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
1992,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,EmisWB,0.948,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1993,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST,298.42,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1994,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST_err,2.44,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1995,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,height,345.4075,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1996,US-Ha2,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,view_zenith,28.914764,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
1997,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,EmisWB,0.944,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1998,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST,298.1,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
1999,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,LST_err,2.44,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2000,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,height,329.17365,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2001,US-xHA,17600,8,18TYN,2021-08-13 14:01:25,L2T_LSTE,view_zenith,29.040043,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2002,US-Ha1,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_2,5.0059447,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2003,US-Ha1,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_4,5.597718,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2004,US-Ha1,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_5,5.171712,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2005,US-Ha2,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_2,5.0272837,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2006,US-Ha2,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_4,5.5913663,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2007,US-Ha2,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_5,5.1215,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2008,US-xHA,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_2,4.9763894,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2009,US-xHA,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_4,5.597718,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2010,US-xHA,17662,8,18TYN,2021-08-17 12:28:55,L1CT_RAD,radiance_5,5.1360817,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2011,US-Ha1,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_2,6.2263546,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2012,US-Ha1,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_4,6.850771,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2013,US-Ha1,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_5,6.4118323,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2014,US-Ha2,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_2,6.193643,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2015,US-Ha2,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_4,6.827845,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2016,US-Ha2,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_5,6.3488107,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2017,US-xHA,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_2,6.2216845,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2018,US-xHA,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_4,6.8570695,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2019,US-xHA,17723,6,18TYN,2021-08-21 10:56:35,L1CT_RAD,radiance_5,6.408034,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2020,US-Ha1,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_2,2.4332764,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2021,US-Ha1,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_4,3.037407,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2022,US-Ha1,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_5,3.2814927,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2023,US-Ha2,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_2,2.486281,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2024,US-Ha2,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_4,3.1184134,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2025,US-Ha2,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_5,3.3205864,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2026,US-xHA,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_2,2.4351337,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2027,US-xHA,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_4,3.0434947,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2028,US-xHA,17742,12,18TYN,2021-08-22 16:39:00,L1CT_RAD,radiance_5,3.2822232,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2029,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_2,8.634278,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2030,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_4,9.063383,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2031,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_5,7.9820347,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2032,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_2,8.639777,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2033,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_4,9.073662,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2034,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_5,7.9901443,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2035,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_2,8.668916,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2036,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_4,9.069891,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2037,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L1CT_RAD,radiance_5,7.967538,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2038,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,EmisWB,0.956,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2039,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST,300.14,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2040,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST_err,2.24,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2041,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,height,324.0661,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2042,US-Ha1,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,view_zenith,24.915752,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2043,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,EmisWB,0.956,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2044,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST,300.14,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2045,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST_err,2.24,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2046,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,height,343.5546,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2047,US-Ha2,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,view_zenith,24.943956,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2048,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,EmisWB,0.954,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2049,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST,300.48,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2050,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,LST_err,2.24,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2051,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,height,331.28296,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2052,US-xHA,17818,12,18TYN,2021-08-27 14:20:12,L2T_LSTE,view_zenith,24.93643,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2053,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_2,6.656045,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2054,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_4,7.2863154,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2055,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_5,6.807356,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2056,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_2,6.6351304,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2057,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_4,7.259437,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2058,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_5,6.771924,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2059,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_2,6.646085,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2060,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_4,7.2856402,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2061,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L1CT_RAD,radiance_5,6.792759,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2062,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,EmisWB,0.974,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2063,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST,284.24,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2064,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST_err,1.44,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2065,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,height,324.23624,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2066,US-Ha1,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,view_zenith,18.776117,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2067,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,EmisWB,0.976,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2068,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST,283.86,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2069,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST_err,1.4,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2070,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,height,345.24237,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2071,US-Ha2,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,view_zenith,18.779875,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2072,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,EmisWB,0.974,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2073,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST,284.04,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2074,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,LST_err,1.44,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2075,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,height,329.24744,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2076,US-xHA,17926,13,18TYN,2021-09-03 12:05:17,L2T_LSTE,view_zenith,18.76353,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2077,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_2,6.5577097,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2078,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_4,7.2257805,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2079,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_5,6.7802854,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2080,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_2,6.6053696,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2081,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_4,7.2807245,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2082,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_5,6.823559,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2083,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_2,6.639499,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2084,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_4,7.247098,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2085,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L1CT_RAD,radiance_5,6.8292856,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2086,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,EmisWB,0.966,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2087,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST,282.68,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2088,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST_err,1.28,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2089,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,height,324.30026,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2090,US-Ha1,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,view_zenith,19.547934,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2091,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,EmisWB,0.966,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2092,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST,283.2,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2093,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST_err,1.28,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2094,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,height,344.77148,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2095,US-Ha2,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,view_zenith,19.577385,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2096,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,EmisWB,0.972,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2097,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST,282.96,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2098,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,LST_err,1.28,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2099,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,height,330.03616,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2100,US-xHA,17941,13,18TYN,2021-09-04 11:18:14,L2T_LSTE,view_zenith,19.571249,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2101,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_2,6.5406823,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2102,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_4,7.193361,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2103,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_5,6.847158,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2104,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_2,6.6125894,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2105,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_4,7.2550397,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2106,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_5,6.8549485,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2107,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_2,6.571659,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2108,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_4,7.193838,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2109,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L1CT_RAD,radiance_5,6.8514366,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2110,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,EmisWB,0.962,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2111,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST,282.74,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2112,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST_err,1.44,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2113,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,height,325.17886,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2114,US-Ha1,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,view_zenith,21.633604,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2115,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,EmisWB,0.966,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2116,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST,282.9,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2117,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST_err,1.44,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2118,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,height,342.8807,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2119,US-Ha2,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,view_zenith,21.635624,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2120,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,EmisWB,0.974,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2121,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST,282.58,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2122,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,LST_err,1.44,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2123,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,height,331.28,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2124,US-xHA,17987,13,18TYN,2021-09-07 10:33:54,L2T_LSTE,view_zenith,21.620707,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2125,US-Ha1,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_2,6.7217636,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2126,US-Ha1,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_4,7.214827,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2127,US-Ha1,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_5,6.5806127,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
2128,US-Ha2,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_2,6.7894897,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2129,US-Ha2,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_4,7.27122,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2130,US-Ha2,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_5,6.650911,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
2131,US-xHA,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_2,6.7141795,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2132,US-xHA,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_4,7.2105823,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
2133,US-xHA,18273,11,18TYN,2021-09-25 21:15:38,L1CT_RAD,radiance_5,6.543801,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
