,tower,orbit,scene,tile,time_UTC,product,variable,med3x3,vegetation,climate,MAT_C,MAP_mm,elevation,lat,lon
7427,US-xHA,16606,12,18TYN,2021-06-10 15:27:35,L3T_MET,Ta,22.007416,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7428,US-Ha1,16606,12,18TYN,2021-06-10 15:27:35,L3T_SM,SM,0.22858109,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7429,US-Ha2,16606,12,18TYN,2021-06-10 15:27:35,L3T_SM,SM,0.2287224,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7430,US-xHA,16606,12,18TYN,2021-06-10 15:27:35,L3T_SM,SM,0.22866122,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7431,US-Ha1,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,RH,0.5644294,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7432,US-Ha1,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,Ta,20.64328,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7433,US-Ha2,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,RH,0.56408376,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7434,US-Ha2,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,Ta,20.646454,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7435,US-xHA,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,RH,0.5645793,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7436,US-xHA,16640,13,18TYN,2021-06-12 20:22:00,L3T_MET,Ta,20.6391,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7437,US-Ha1,16640,13,18TYN,2021-06-12 20:22:00,L3T_SM,SM,0.24394493,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7438,US-Ha2,16640,13,18TYN,2021-06-12 20:22:00,L3T_SM,SM,0.24404761,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7439,US-xHA,16640,13,18TYN,2021-06-12 20:22:00,L3T_SM,SM,0.24402767,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7440,US-Ha1,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,RH,0.90060496,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7441,US-Ha1,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,Ta,15.058594,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7442,US-Ha2,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,RH,0.90100276,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7443,US-Ha2,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,Ta,15.054108,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7444,US-xHA,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,RH,0.9004395,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7445,US-xHA,16667,12,18TYN,2021-06-14 13:54:40,L3T_MET,Ta,15.0625,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7446,US-Ha1,16667,12,18TYN,2021-06-14 13:54:40,L3T_SM,SM,0.2495422,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7447,US-Ha2,16667,12,18TYN,2021-06-14 13:54:40,L3T_SM,SM,0.25061488,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7448,US-xHA,16667,12,18TYN,2021-06-14 13:54:40,L3T_SM,SM,0.24920003,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7449,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,BESSinst,179.64519,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7450,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETdaily,3.3521638,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7451,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETinstUncertainty,103.26137,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7452,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,MOD16inst,290.597,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7453,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMcanopy,0.86358964,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7454,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinst,176.81374,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7455,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinterception,0.1279614,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7456,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMsoil,0.0072867516,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7457,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICcanopy,0.0,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7458,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICinst,1.7607944,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7459,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,BESSinst,171.71695,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7460,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETdaily,3.299693,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7461,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETinstUncertainty,104.01232,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7462,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,MOD16inst,295.28586,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7463,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMcanopy,0.82049435,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7464,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinst,179.12453,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7465,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinterception,0.11966765,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7466,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMsoil,0.059837993,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7467,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICcanopy,0.0,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7468,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICinst,1.7545791,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7469,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,BESSinst,171.08133,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7470,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETdaily,3.2706172,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7471,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,ETinstUncertainty,102.36788,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7472,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,MOD16inst,289.1117,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7473,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMcanopy,0.8355436,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7474,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinst,176.5629,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7475,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMinterception,0.12983312,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7476,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,PTJPLSMsoil,0.03530081,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7477,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICcanopy,0.0,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7478,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_JET,STICinst,2.0141778,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7479,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,RH,0.56994236,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7480,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,Ta,16.589113,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7481,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,RH,0.57009715,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7482,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,Ta,16.541555,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7483,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,RH,0.5762417,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7484,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_MET,Ta,16.771782,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7485,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rg,409.94043,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7486,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rn,290.95383,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7487,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rg,409.61594,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7488,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rn,295.7751,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7489,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rg,409.91632,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7490,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_SEB,Rn,289.51736,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7491,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L3T_SM,SM,0.19637299,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7492,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L3T_SM,SM,0.19688156,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7493,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L3T_SM,SM,0.19597453,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7494,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,ESI,0.81776714,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7495,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,PET,216.10992,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7496,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,ESI,0.83814466,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7497,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,PET,215.24089,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7498,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,ESI,0.8291136,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7499,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L4T_ESI,PET,213.76088,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7500,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,GPP,19.360386,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7501,US-Ha1,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,WUE,0.0,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7502,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,GPP,15.658676,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7503,US-Ha2,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,WUE,0.0,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7504,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,GPP,17.695381,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7505,US-xHA,16729,10,18TYN,2021-06-18 12:21:38,L4T_WUE,WUE,0.0,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7506,US-Ha1,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,RH,0.86363727,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7507,US-Ha1,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,Ta,20.555115,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7508,US-Ha2,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,RH,0.8638726,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7509,US-Ha2,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,Ta,20.553467,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7510,US-xHA,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,RH,0.86373955,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7511,US-xHA,16775,10,18TYN,2021-06-21 11:35:56,L3T_MET,Ta,20.554413,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7512,US-Ha1,16775,10,18TYN,2021-06-21 11:35:56,L3T_SM,SM,0.1828582,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7513,US-Ha2,16775,10,18TYN,2021-06-21 11:35:56,L3T_SM,SM,0.18317346,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7514,US-xHA,16775,10,18TYN,2021-06-21 11:35:56,L3T_SM,SM,0.18280667,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7515,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,BESSinst,295.1751,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7516,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,ETdaily,4.0226808,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7517,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,ETinstUncertainty,248.73517,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7518,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,MOD16inst,701.7931,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7519,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,PTJPLSMcanopy,0.9179502,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7520,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,PTJPLSMinst,414.08978,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7521,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,PTJPLSMinterception,0.061513625,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7522,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,PTJPLSMsoil,0.020536147,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7523,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,STICcanopy,0.0,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7524,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_JET,STICinst,8.392277,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7525,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,RH,0.44941947,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7526,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,Ta,18.738434,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7527,US-Ha2,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,RH,0.44946283,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7528,US-Ha2,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,Ta,18.732727,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7529,US-xHA,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,RH,0.4493987,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7530,US-xHA,16809,11,18TYN,2021-06-23 16:30:30,L3T_MET,Ta,18.740448,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7531,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_SEB,Rg,866.2737,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7532,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_SEB,Rn,702.8812,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7533,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L3T_SM,SM,0.20322563,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7534,US-Ha2,16809,11,18TYN,2021-06-23 16:30:30,L3T_SM,SM,0.20325224,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7535,US-xHA,16809,11,18TYN,2021-06-23 16:30:30,L3T_SM,SM,0.20321907,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7536,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L4T_ESI,ESI,0.81243706,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7537,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L4T_ESI,PET,509.6884,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7538,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L4T_WUE,GPP,25.211998,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7539,US-Ha1,16809,11,18TYN,2021-06-23 16:30:30,L4T_WUE,WUE,0.0,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7540,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,BESSinst,276.1175,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7541,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,ETdaily,5.4751863,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7542,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,ETinstUncertainty,142.85706,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7543,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,MOD16inst,667.1291,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7544,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,PTJPLSMcanopy,0.877596,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7545,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,PTJPLSMinst,437.74207,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7546,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,PTJPLSMinterception,0.0516701,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7547,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,PTJPLSMsoil,0.07049818,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7548,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,STICcanopy,0.79203314,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7549,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_JET,STICinst,512.1083,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7550,US-Ha1,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,RH,0.4522382,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7551,US-Ha1,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,Ta,21.142242,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7552,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,RH,0.46389413,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7553,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,Ta,21.06832,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7554,US-xHA,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,RH,0.45222318,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7555,US-xHA,16824,11,18TYN,2021-06-24 15:42:38,L3T_MET,Ta,21.143219,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7556,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_SEB,Rg,833.5452,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7557,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_SEB,Rn,668.51025,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7558,US-Ha1,16824,11,18TYN,2021-06-24 15:42:38,L3T_SM,SM,0.18635502,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7559,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L3T_SM,SM,0.20039469,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7560,US-xHA,16824,11,18TYN,2021-06-24 15:42:38,L3T_SM,SM,0.18631674,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7561,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L4T_ESI,ESI,0.8358191,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7562,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L4T_ESI,PET,523.6712,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7563,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L4T_WUE,GPP,28.49868,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7564,US-Ha2,16824,11,18TYN,2021-06-24 15:42:38,L4T_WUE,WUE,0.0,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7565,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,BESSinst,351.44104,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7566,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETdaily,3.758123,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7567,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETinstUncertainty,67.80074,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7568,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,MOD16inst,373.9579,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7569,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMcanopy,0.6157715,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7570,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinst,265.4095,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7571,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinterception,0.36109006,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7572,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMsoil,0.023144158,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7573,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICcanopy,0.13407047,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7574,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICinst,204.46294,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7575,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,BESSinst,338.45935,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7576,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETdaily,3.6205,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7577,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETinstUncertainty,66.148796,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7578,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,MOD16inst,361.29602,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7579,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMcanopy,0.625607,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7580,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinst,255.64781,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7581,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinterception,0.32511875,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7582,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMsoil,0.048942883,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7583,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICcanopy,0.22564907,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7584,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICinst,197.298,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7585,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,BESSinst,354.01276,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7586,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETdaily,3.7964666,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7587,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,ETinstUncertainty,67.69823,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7588,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,MOD16inst,377.2349,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7589,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMcanopy,0.6155514,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7590,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinst,268.68237,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7591,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMinterception,0.36109006,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7592,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,PTJPLSMsoil,0.023248179,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7593,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICcanopy,0.1153233,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7594,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_JET,STICinst,208.2042,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7595,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,RH,0.74896824,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7596,US-Ha1,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,Ta,24.758797,DBF,Dfb,6.62,1071,340,42.5378,-72.1715
7597,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,RH,0.73614717,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7598,US-Ha2,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,Ta,25.030497,ENF,Dfb,6.56,1071,360,42.5393,-72.1779
7599,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,RH,0.7494777,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
7600,US-xHA,16870,11,18TYN,2021-06-27 14:58:32,L3T_MET,Ta,24.749552,DBF,Dfb,6.62,1071,351,42.5369,-72.1727
