Unnamed: 0,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,time_solar,product,NDVI,NDVI-UQ,albedo,albedo-UQ,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,elevation_m,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,elevation_km,doy,AOT,COT,vapor_gccm,ozone_cm,SZA,KG
423,US-WCr,45.8059,-90.0799,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,2019-07-03 17:59:40.824,L2T_STARS,0.0,0.13,0.14978266,0.1294911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,0.08588907867670059,0.49234557151794434,2.8201022148132324,0.3090435564517975,73.64997225070607,4.0
424,US-WCr,45.8059,-90.0799,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,2019-07-04 17:59:40.824,L2T_STARS,0.0,0.13,0.13621342,0.12954855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0.16130110621452332,84.04920959472656,4.45896053314209,0.3085228502750397,73.70400185536404,4.0
426,US-WCr,45.8059,-90.0799,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,2019-07-07 17:59:40.824,L2T_STARS,0.0,0.13,0.14557505,0.12942363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0.5482891201972961,-0.030044520273804665,1.822290062904358,0.3337787389755249,73.89373172328095,4.0
427,US-WCr,45.8059,-90.0799,5714,4,15TYL,2019-07-09 00:00:00,2019-07-09,2019-07-08 17:59:40.824,L2T_STARS,0.0,0.13,0.15650186,0.12938955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0.1145772784948349,47.59564971923828,2.8318088054656982,0.3013213574886322,73.96611842701088,4.0
428,US-WCr,45.8059,-90.0799,5745,5,15TYL,2019-07-11 00:00:00,2019-07-11,2019-07-10 17:59:40.824,L2T_STARS,0.0,0.13,0.16454852,0.1293777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,0.14087322354316711,33.182987213134766,2.9460067749023438,0.3421754240989685,74.12446573536604,4.0
429,US-WCr,45.8059,-90.0799,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,2019-07-25 17:59:40.824,L2T_STARS,0.0,0.13,0.14831024,0.12943858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,0.2204819619655609,2.88173246383667,3.0774612426757812,0.31699296832084656,75.86559763809679,4.0
430,US-WCr,45.8059,-90.0799,6032,8,15TYL,2019-07-29 00:00:00,2019-07-29,2019-07-28 17:59:40.824,L2T_STARS,0.0,0.13,0.13928837,0.12954855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,0.674336850643158,40.06245803833008,4.596512317657471,0.2981576919555664,76.32437189436304,4.0
438,US-WCr,45.8059,-90.0799,6322,8,15TYL,2019-08-17 00:00:00,2019-08-17,2019-08-16 17:59:40.824,L2T_STARS,0.0,0.13,0.1429687,0.12938955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,0.13001462817192078,12.541962623596191,2.60481333732605,0.34228235483169556,79.96398016659894,4.0
439,US-WCr,45.8059,-90.0799,6386,4,15TYL,2019-08-21 00:00:00,2019-08-21,2019-08-20 17:59:40.824,L2T_STARS,0.0,0.13,0.1476721,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0.13617779314517975,47.574501037597656,2.4328715801239014,0.30732226371765137,80.86968375835606,4.0
440,US-WCr,45.8059,-90.0799,6432,4,15TYL,2019-08-24 00:00:00,2019-08-24,2019-08-23 17:59:40.824,L2T_STARS,0.0,0.13,0.14424549,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.05570684000849724,0.00183179322630167,1.2040945291519165,0.3109127879142761,81.57539019287377,4.0
441,US-WCr,45.8059,-90.0799,6444,7,15TYL,2019-08-25 00:00:00,2019-08-25,2019-08-24 17:59:40.824,L2T_STARS,0.0,0.13,0.1435834,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,0.08527573943138123,0.4572621285915375,1.373694658279419,0.3069455623626709,81.81532813570435,4.0
442,US-WCr,45.8059,-90.0799,6554,4,15TYL,2019-09-01 00:00:00,2019-09-01,2019-08-31 17:59:40.824,L2T_STARS,0.0,0.13,0.15230957,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,0.08142149448394775,-0.00043082181946374476,1.6961942911148071,0.3010480999946594,83.55423462054718,4.0
443,US-WCr,45.8059,-90.0799,6600,4,15TYL,2019-09-04 00:00:00,2019-09-04,2019-09-03 17:59:40.824,L2T_STARS,0.0,0.13,0.14760059,0.12945704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,0.17684105038642883,21.23426055908203,2.061861991882324,0.30785641074180603,84.32774263369794,4.0
444,US-WCr,45.8059,-90.0799,6615,5,15TYL,2019-09-05 00:00:00,2019-09-05,2019-09-04 17:59:40.824,L2T_STARS,0.0,0.13,0.14286219,0.1294911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0.05169407278299332,8.146173968270887e-06,1.6193735599517822,0.2822408378124237,84.58887141468405,4.0
445,US-WCr,45.8059,-90.0799,6630,5,15TYL,2019-09-06 00:00:00,2019-09-06,2019-09-05 17:59:40.824,L2T_STARS,0.0,0.13,0.13085845,0.12954855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0.346561074256897,27.653491973876953,2.8286690711975098,0.28846263885498047,84.85153733793665,4.0
446,US-WCr,45.8059,-90.0799,7070,8,15TYL,2019-10-04 00:00:00,2019-10-04,2019-10-03 17:59:40.824,L2T_STARS,0.5733321,0.12751122,0.15615508,0.1294061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,0.0881490409374237,15.003839492797852,1.196033239364624,0.26292645931243896,92.55470272724885,4.0
447,US-WCr,45.8059,-90.0799,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,2019-10-07 17:59:40.824,L2T_STARS,0.5392251,0.12795268,0.13701372,0.12954855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,0.07675562798976898,0.050514306873083115,0.8649532198905945,0.30179303884506226,93.6601790252244,4.0
450,US-xAB,45.7624,-122.3303,5545,1,10TER,2019-06-28 00:00:00,2019-06-28,2019-06-27 15:50:40.728,L2T_STARS,0.8922144,0.12740909,0.10968528,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.10660792887210846,27.71596908569336,1.9348161220550537,0.40269872546195984,51.19461370603325,3.0
451,US-xAB,45.7624,-122.3303,5606,2,10TER,2019-07-02 00:00:00,2019-07-02,2019-07-01 15:50:40.728,L2T_STARS,0.90141875,0.12740909,0.11099255,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,0.1583457589149475,54.52384567260742,2.273099660873413,0.38055747747421265,51.32061231575409,3.0
452,US-xAB,45.7624,-122.3303,11129,4,10TER,2020-06-22 00:00:00,2020-06-22,2020-06-21 15:50:40.728,L2T_STARS,0.86121595,0.1274091,0.101719104,0.12937665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,0.0662665069103241,3.1517114639282227,2.131829023361206,0.31282371282577515,51.138419430287016,3.0
453,US-xAB,45.7624,-122.3303,11190,4,10TER,2020-06-26 00:00:00,2020-06-26,2020-06-25 15:50:40.728,L2T_STARS,0.8720482,0.12740909,0.1010958,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0.07813285291194916,-0.015661148354411125,2.176679849624634,0.3120841979980469,51.174356220053646,3.0
454,US-xAB,45.7624,-122.3303,11818,7,10TER,2020-08-06 00:00:00,2020-08-06,2020-08-05 15:50:40.728,L2T_STARS,0.8602083,0.12740909,0.10022292,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,0.0637035146355629,2.6248020731145516e-05,1.7359412908554077,0.3086414635181427,55.56459627535268,3.0
456,US-xDL,32.5417,-87.8039,7501,10,16SDB,2019-11-01 00:00:00,2019-11-01,2019-10-31 18:08:47.064,L2T_STARS,0.65875584,0.12740918,0.10266874,0.1294987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,0.10920944809913635,-2.7963562843069667e-06,0.6899228096008301,0.26762890815734863,99.22122758490848,3.0
457,US-xDL,32.5417,-87.8039,8264,10,16SDB,2019-12-20 00:00:00,2019-12-20,2019-12-19 18:08:47.064,L2T_STARS,0.31868017,0.12740909,0.10289663,0.12940216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,0.04325476288795471,0.0,0.5161851048469543,0.2872478663921356,104.07223743475639,3.0
458,US-xDL,32.5417,-87.8039,8325,10,16SDB,2019-12-24 00:00:00,2019-12-24,2019-12-23 18:08:47.064,L2T_STARS,0.39587528,0.12740909,0.093799956,0.12940466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0.17483513057231903,8.39315414428711,2.735793352127075,0.2836912274360657,104.09216640564105,3.0
459,US-xDL,32.5417,-87.8039,8401,10,16SDB,2019-12-29 00:00:00,2019-12-29,2019-12-28 18:08:47.064,L2T_STARS,0.41843358,0.12742561,0.09261083,0.12942868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0.10410015285015106,40.07208251953125,4.027517795562744,0.26562023162841797,104.02993311427512,3.0
460,US-xDL,32.5417,-87.8039,8508,9,16SDB,2020-01-05 00:00:00,2020-01-05,2020-01-04 18:08:47.064,L2T_STARS,0.3007411,0.12740909,0.08684458,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.03408065438270569,0.0,0.6411094665527344,0.3150995373725891,103.78102542837716,3.0
461,US-xDL,32.5417,-87.8039,8854,2,16SDB,2020-01-27 00:00:00,2020-01-27,2020-01-26 18:08:47.064,L2T_STARS,0.32432908,0.12740909,0.08833818,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0.20637932419776917,25.242828369140625,2.007112979888916,0.3277509808540344,101.82928309055514,3.0
462,US-xDL,32.5417,-87.8039,8915,2,16SDB,2020-01-31 00:00:00,2020-01-31,2020-01-30 18:08:47.064,L2T_STARS,0.32457066,0.12740909,0.09146927,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0.09859281033277512,0.05850807949900627,1.2185094356536865,0.304135262966156,101.30024610743402,3.0
463,US-xDL,32.5417,-87.8039,8976,2,16SDB,2020-02-04 00:00:00,2020-02-04,2020-02-03 18:08:47.064,L2T_STARS,0.313286,0.12761326,0.08909003,0.12942868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.05922805145382881,0.03638181462883949,2.0063233375549316,0.2642398774623871,100.72406645193064,3.0
466,US-xDL,32.5417,-87.8039,9362,7,16SDB,2020-02-29 00:00:00,2020-02-29,2020-02-28 18:08:47.064,L2T_STARS,0.11566941,0.1274134,0.0721432,0.12942363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0.0840594470500946,2.3224587440490723,0.8289750814437866,0.3456984758377075,96.27072356219145,3.0
467,US-xDL,32.5417,-87.8039,9708,5,16SDB,2020-03-22 00:00:00,2020-03-22,2020-03-21 18:08:47.064,L2T_STARS,0.0,0.13,0.10308123,0.1293777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0.1712729036808014,1.613357663154602,1.8564975261688232,0.28795325756073,91.67412978817099,3.0
468,US-xDL,32.5417,-87.8039,9830,2,16SDB,2020-03-30 00:00:00,2020-03-30,2020-03-29 18:08:47.064,L2T_STARS,0.0,0.13,0.10210395,0.12945704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.23529544472694397,15.35495662689209,1.494336485862732,0.2977123558521271,89.98363403233706,3.0
469,US-xDL,32.5417,-87.8039,9891,2,16SDB,2020-04-03 00:00:00,2020-04-03,2020-04-02 18:08:47.064,L2T_STARS,0.910354,0.00509992,0.043055303,0.00509992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.1390972137451172,0.11655066907405853,1.4157299995422363,0.3076254725456238,89.15100562457695,3.0
471,US-xDL,32.5417,-87.8039,10074,6,16SDB,2020-04-15 00:00:00,2020-04-15,2020-04-14 18:08:47.064,L2T_STARS,0.0,0.13,0.11676618,0.12938955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0.12463679164648056,0.0,1.6256145238876343,0.29470568895339966,86.74723959982009,3.0
472,US-xDL,32.5417,-87.8039,10094,10,16SDB,2020-04-16 00:00:00,2020-04-16,2020-04-15 18:08:47.064,L2T_STARS,0.0,0.13,0.119657435,0.12938063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.09317237883806229,0.1889152228832245,0.8203743100166321,0.3035218417644501,86.5553157013948,3.0
473,US-xDL,32.5417,-87.8039,10216,10,16SDB,2020-04-24 00:00:00,2020-04-24,2020-04-23 18:08:47.064,L2T_STARS,0.6701745,0.12761326,0.13825078,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0.23385785520076752,8.267175674438477,2.9131970405578613,0.332852303981781,85.07964817179734,3.0
474,US-xDL,32.5417,-87.8039,10338,10,16SDB,2020-05-02 00:00:00,2020-05-02,2020-05-01 18:08:47.064,L2T_STARS,0.0,0.13,0.14682002,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,0.07459991425275803,0.040476858615875244,1.7839152812957764,0.3043082356452942,83.72822017978537,3.0
475,US-xDL,32.5417,-87.8039,10399,6,16SDB,2020-05-06 00:00:00,2020-05-06,2020-05-05 18:08:47.064,L2T_STARS,0.89684343,0.010099917,0.055460524,0.010099916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0.2999211549758911,19.460399627685547,3.5573883056640625,0.31029143929481506,83.1066871309786,3.0
476,US-xDL,32.5417,-87.8039,10460,8,16SDB,2020-05-10 00:00:00,2020-05-10,2020-05-09 18:08:47.064,L2T_STARS,0.78529316,0.1274097,0.12698118,0.12938063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0.09483794867992401,0.5478966236114502,0.7354485988616943,0.3100723326206207,82.52505817786123,3.0
480,US-xDL,32.5417,-87.8039,10852,6,16SDB,2020-06-04 00:00:00,2020-06-04,2020-06-03 18:08:47.064,L2T_STARS,0.67856526,0.12740909,0.122846566,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0.2023436725139618,86.22728729248047,4.624245643615723,0.30361753702163696,79.9431489734859,3.0
481,US-xDL,32.5417,-87.8039,10867,2,16SDB,2020-06-05 00:00:00,2020-06-05,2020-06-04 18:08:47.064,L2T_STARS,0.6774245,0.12740909,0.16309692,0.12908758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,0.1354425847530365,45.887977600097656,4.6800031661987305,0.30536365509033203,79.88161355603616,3.0
482,US-xDL,32.5417,-87.8039,10928,5,16SDB,2020-06-09 00:00:00,2020-06-09,2020-06-08 18:08:47.064,L2T_STARS,0.6773132,0.12761326,0.17070906,0.1291053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,0.20929744839668274,43.994117736816406,6.206559658050537,0.2800425589084625,79.66985433454298,3.0
483,US-xDL,32.5417,-87.8039,10933,9,16SDB,2020-06-10 00:00:00,2020-06-10,2020-06-09 18:08:47.064,L2T_STARS,0.67474174,0.12771581,0.16943517,0.12911858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0.15979303419589996,2.0934712886810303,5.252518653869629,0.28635653853416443,79.62558537689529,3.0
484,US-xDL,32.5417,-87.8039,10974,6,16SDB,2020-06-12 00:00:00,2020-06-12,2020-06-11 18:08:47.064,L2T_STARS,0.6487245,0.12795268,0.12963614,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,0.08395078778266907,-0.0018403303110972047,1.9963138103485107,0.2971646189689636,79.54754319048791,3.0
485,US-xDL,32.5417,-87.8039,10989,5,16SDB,2020-06-13 00:00:00,2020-06-13,2020-06-12 18:08:47.064,L2T_STARS,0.0,0.13,0.1297462,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,0.1041528731584549,0.0,2.2451272010803223,0.31168144941329956,79.51379166693958,3.0
486,US-xDL,32.5417,-87.8039,11009,11,16SDB,2020-06-14 00:00:00,2020-06-14,2020-06-13 18:08:47.064,L2T_STARS,0.0,0.13,0.12991136,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,0.1682036817073822,1.0103070735931396,2.7419371604919434,0.32217079401016235,79.48356589220367,3.0
487,US-xDL,32.5417,-87.8039,11035,6,16SDB,2020-06-16 00:00:00,2020-06-16,2020-06-15 18:08:47.064,L2T_STARS,0.0,0.13,0.13057497,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,0.21951401233673096,0.4199264645576477,2.7355544567108154,0.31207382678985596,79.43372330382034,3.0
488,US-xDL,32.5417,-87.8039,11096,6,16SDB,2020-06-20 00:00:00,2020-06-20,2020-06-19 18:08:47.064,L2T_STARS,0.0,0.13,0.12850073,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0.10671240091323853,4.2680511474609375,3.37040376663208,0.30463582277297974,79.3766360164223,3.0
489,US-xDL,32.5417,-87.8039,11111,2,16SDB,2020-06-21 00:00:00,2020-06-21,2020-06-20 18:08:47.064,L2T_STARS,0.0,0.13,0.14922556,0.12924191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,0.19775241613388062,5.469444751739502,3.669325351715088,0.3063211143016815,79.37125998342873,3.0
490,US-xDL,32.5417,-87.8039,11131,8,16SDB,2020-06-22 00:00:00,2020-06-22,2020-06-21 18:08:47.064,L2T_STARS,0.0,0.13,0.14725481,0.12927674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,0.1412672996520996,17.534500122070312,3.955209255218506,0.3080275356769562,79.36944523919345,3.0
491,US-xDL,32.5417,-87.8039,11177,10,16SDB,2020-06-25 00:00:00,2020-06-25,2020-06-24 18:08:47.064,L2T_STARS,0.0,0.13,0.120964274,0.12944362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0.7795186638832092,88.94361877441406,5.576292991638184,0.291647344827652,79.38535936591994,3.0
493,US-xDL,32.5417,-87.8039,11645,2,16SDB,2020-07-25 00:00:00,2020-07-25,2020-07-24 18:08:47.064,L2T_STARS,0.8607163,0.010060317,0.05164428,0.010099917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,0.11160315573215485,2.2453536987304688,5.482289791107178,0.2887328565120697,81.24933044143408,3.0
495,US-xDL,32.5417,-87.8039,11767,2,16SDB,2020-08-02 00:00:00,2020-08-02,2020-08-01 18:08:47.064,L2T_STARS,0.6553354,0.12740909,0.14238913,0.12938762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0.17127136886119843,44.67868423461914,5.05801248550415,0.2867370545864105,82.22675778180351,3.0
496,US-xDL,32.5417,-87.8039,11828,4,16SDB,2020-08-06 00:00:00,2020-08-06,2020-08-05 18:08:47.064,L2T_STARS,0.72389084,0.12740909,0.118498914,0.10454856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,0.4206337630748749,6.227382659912109,3.6057000160217285,0.2936379313468933,82.78090319732742,3.0
497,US-xDL,32.5417,-87.8039,11889,4,16SDB,2020-08-10 00:00:00,2020-08-10,2020-08-09 18:08:47.064,L2T_STARS,0.78678876,0.009954275,0.043033518,0.010099913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0.2008349895477295,6.626213073730469,4.356600761413574,0.2921585738658905,83.3752754354073,3.0
498,US-xDL,32.5417,-87.8039,11909,8,16SDB,2020-08-11 00:00:00,2020-08-11,2020-08-10 18:08:47.064,L2T_STARS,0.7760675,0.014853659,0.042909756,0.01509991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.23054128885269165,29.754600524902344,4.722226619720459,0.2900260090827942,83.52983679574322,3.0
500,US-xDL,32.5417,-87.8039,12011,4,16SDB,2020-08-18 00:00:00,2020-08-18,2020-08-17 18:08:47.064,L2T_STARS,0.0,0.13,0.13488641,0.12938063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,0.15108990669250488,5.789185523986816,3.8721518516540527,0.295500785112381,84.6736529338884,3.0
501,US-xDL,32.5417,-87.8039,12031,6,16SDB,2020-08-19 00:00:00,2020-08-19,2020-08-18 18:08:47.064,L2T_STARS,0.0,0.13,0.13188729,0.1293777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,0.10158995538949966,0.005201881751418114,3.189387083053589,0.2923577129840851,84.84534800665391,3.0
502,US-xDL,32.5417,-87.8039,12092,7,16SDB,2020-08-23 00:00:00,2020-08-23,2020-08-22 18:08:47.064,L2T_STARS,0.62801343,0.12754521,0.12766306,0.12940216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.13009589910507202,-0.1623837947845459,3.945782423019409,0.29248562455177307,85.55098387636717,3.0
503,US-xDL,32.5417,-87.8039,12153,5,16SDB,2020-08-27 00:00:00,2020-08-27,2020-08-26 18:08:47.064,L2T_STARS,0.6381065,0.12740912,0.10935659,0.12954855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.15487919747829437,3.054295539855957,5.123351097106934,0.26980677247047424,86.28447388818766,3.0
508,US-xDL,32.5417,-87.8039,12682,5,16SDB,2020-09-30 00:00:00,2020-09-30,2020-09-29 18:08:47.064,L2T_STARS,0.8418312,0.0050468245,0.079338655,0.005094546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0.05257457494735718,0.0,1.4441449642181396,0.3040679395198822,93.18273039945373,3.0
509,US-xDL,32.5417,-87.8039,12743,4,16SDB,2020-10-04 00:00:00,2020-10-04,2020-10-03 18:08:47.064,L2T_STARS,0.8371318,9.954638e-05,0.05905528,9.95986e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,0.1860133707523346,0.0,1.510403037071228,0.2811853587627411,94.01510670144648,3.0
510,US-xDL,32.5417,-87.8039,12804,4,16SDB,2020-10-08 00:00:00,2020-10-08,2020-10-07 18:08:47.064,L2T_STARS,0.77710336,0.01975182,0.102813266,0.020035574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0.0971156507730484,-0.015937622636556625,2.5060508251190186,0.2738472819328308,94.83913281514256,3.0
511,US-xDL,32.5417,-87.8039,12885,8,16SDB,2020-10-13 00:00:00,2020-10-13,2020-10-12 18:08:47.064,L2T_STARS,0.71480936,0.12740909,0.112270504,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,0.1707128882408142,-0.005442046094685793,3.0145816802978516,0.2717296779155731,95.85158173548064,3.0
512,US-xDL,32.5417,-87.8039,13129,8,16SDB,2020-10-29 00:00:00,2020-10-29,2020-10-28 18:08:47.064,L2T_STARS,0.59555763,0.125037,0.36766198,0.1265503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,0.16453978419303894,55.09661102294922,6.0619215965271,0.2552296817302704,98.87489918402296,3.0
513,US-xDL,32.5417,-87.8039,13251,5,16SDB,2020-11-06 00:00:00,2020-11-06,2020-11-05 18:08:47.064,L2T_STARS,0.69597524,0.014853659,0.09081404,0.015079962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,0.10544028878211975,1.485610008239746,1.9257538318634033,0.2812357246875763,100.2067297852227,3.0
514,US-xDL,32.5417,-87.8039,13536,5,16SDB,2020-11-24 00:00:00,2020-11-24,2020-11-23 18:08:47.064,L2T_STARS,0.6706978,0.0050468245,0.06759943,0.0050945436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,0.04759683459997177,0.0,0.5716427564620972,0.25457945466041565,102.58185333954113,3.0
515,US-xDL,32.5417,-87.8039,13658,4,16SDB,2020-12-02 00:00:00,2020-12-02,2020-12-01 18:08:47.064,L2T_STARS,0.56995654,0.12740909,0.10802937,0.12940216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,0.038747720420360565,0.0,0.2960147261619568,0.2913925051689148,103.30658260041015,3.0
516,US-xDL,32.5417,-87.8039,13780,4,16SDB,2020-12-10 00:00:00,2020-12-10,2020-12-09 18:08:47.064,L2T_STARS,0.60763884,0.009954275,0.08252185,0.010079966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,0.05749316141009331,0.0,1.1808648109436035,0.2595124840736389,103.80227281922117,3.0
517,US-xDL,32.5417,-87.8039,13841,4,16SDB,2020-12-14 00:00:00,2020-12-14,2020-12-13 18:08:47.064,L2T_STARS,0.5608134,0.0050468245,0.06605323,0.0050945436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0.21457132697105408,61.8710823059082,3.3665218353271484,0.28384819626808167,103.96048019872393,3.0
518,US-xDL,32.5417,-87.8039,13861,6,16SDB,2020-12-15 00:00:00,2020-12-15,2020-12-14 18:08:47.064,L2T_STARS,0.55628014,0.009954275,0.08025843,0.010079966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0.0726311206817627,-0.001378118759021163,0.6543356776237488,0.29884546995162964,103.9905137267008,3.0
519,US-xDL,32.5417,-87.8039,13983,6,16SDB,2020-12-23 00:00:00,2020-12-23,2020-12-22 18:08:47.064,L2T_STARS,0.51214933,0.024649804,0.10385769,0.025010766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,0.02968425303697586,0.0823756605386734,0.9991170763969421,0.2563801407814026,104.09216640564105,3.0
520,US-xDL,32.5417,-87.8039,14029,12,16SDB,2020-12-26 00:00:00,2020-12-26,2020-12-25 18:08:47.064,L2T_STARS,0.49298954,0.12740909,0.10994013,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.021695461124181747,0.01339258998632431,0.5753912925720215,0.30398935079574585,104.06643841148701,3.0
521,US-xDL,32.5417,-87.8039,14044,9,16SDB,2020-12-27 00:00:00,2020-12-27,2020-12-26 18:08:47.064,L2T_STARS,0.44999433,0.12740909,0.11227445,0.12937629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,0.041175972670316696,0.0,0.7298281788825989,0.2911354899406433,104.05011866869182,3.0
522,US-xDL,32.5417,-87.8039,14151,6,16SDB,2021-01-03 00:00:00,2021-01-03,2021-01-02 18:08:47.064,L2T_STARS,0.40449637,0.12740909,0.10423838,0.12940216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.14857006072998047,2.1085143089294434,1.5229156017303467,0.279774934053421,103.8712594219597,3.0
523,US-xDL,32.5417,-87.8039,14451,5,16SDB,2021-01-22 00:00:00,2021-01-22,2021-01-21 18:08:47.064,L2T_STARS,0.34714386,0.024649804,0.09693673,0.025014633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.3363998532295227,56.17464065551758,3.525562286376953,0.2701911926269531,102.41986092465088,3.0
