tower,time_UTC,LE_insitu,H_insitu,Rn_insitu,G_insitu
US-NR1,2021-06-25 18:00:00,,,,
US-NR1,2021-06-29 16:30:00,,,,
US-xRM,2019-02-13 17:00:00,,,281.82,-2.3465
US-xRM,2019-02-16 16:00:00,,88.9455813660208,321.47,-2.4665
US-xRM,2019-02-16 22:30:00,91.0222029231288,92.6312885348594,155.55,-1.581
US-xRM,2019-02-20 20:30:00,28.063423326905,322.373084699436,493.2,-4.2045
US-xRM,2019-02-23 20:00:00,34.6809882143737,263.830133215448,511.92,-2.0265
US-xRM,2019-02-27 18:00:00,51.3341223732988,327.094850906293,433.56,
US-xRM,2019-03-02 17:00:00,33.1835571191025,73.0858658255301,118.87,
US-xRM,2019-05-31 22:30:00,,,341.0,
US-xRM,2019-06-19 15:00:00,160.085473938416,150.866916088876,278.45,
US-xRM,2019-06-30 17:30:00,304.216224136548,222.897149306741,451.74,20.088
US-xRM,2019-07-07 14:30:00,230.712690083203,41.3096708084921,278.97,-3.747
US-xRM,2019-07-29 23:00:00,150.242201644812,165.785084728087,496.67,
US-xRM,2019-08-13 23:30:00,127.229182438196,76.1861825958042,262.04,13.585
US-xRM,2019-08-20 14:30:00,102.631669219582,,161.89,-3.364333333333333
US-xRM,2019-08-20 21:00:00,155.277495438318,273.17452532807,,16.503666666666668
US-xRM,2019-08-28 18:00:00,230.558124092128,428.634833535457,664.13,
US-xRM,2019-09-01 16:00:00,102.951405862147,212.774395832148,399.77,1.9773333333333327
US-xRM,2019-09-05 14:30:00,,,116.1,
US-xRM,2019-10-04 20:30:00,85.5803825363731,322.724730546347,478.45,12.629333333333332
US-xRM,2019-10-08 19:00:00,63.4630862955173,292.92195273448,527.85,4.858
US-xRM,2019-10-15 16:30:00,,206.435466520881,397.8,-6.5263333333333335
US-xRM,2019-10-16 22:30:00,22.4662435952519,67.6687707318719,156.18,
US-xRM,2019-10-19 21:30:00,18.0580192177549,29.6374413654723,68.23,
US-xRM,2019-10-31 16:30:00,69.9662187691914,66.5115952432957,334.2,
US-xRM,2019-12-04 20:30:00,28.2642791025517,152.697001523519,290.65,-2.725
US-xRM,2019-12-07 19:30:00,,147.324005666599,355.95,-2.6686666666666667
US-xRM,2019-12-11 18:00:00,,,-1.56,-2.778
US-xRM,2019-12-23 19:30:00,18.84164983505,116.540200337429,267.34,-1.8565
US-xRM,2020-01-30 22:00:00,13.4438084019538,61.1389063668727,146.68,-3.1995
US-xRM,2020-02-11 17:30:00,74.1434661329767,135.772135898063,386.41,
US-xRM,2020-02-15 22:30:00,18.4451247574979,39.8928507331394,111.69,-1.3785
US-xRM,2020-02-19 21:00:00,11.4272128423713,127.016752363349,167.3,-2.2625
US-xRM,2020-02-20 20:00:00,99.0815836115995,243.025847985586,520.48,-2.488
US-xRM,2020-02-24 18:30:00,68.7313353674637,255.044800735672,490.98,-0.618
US-xRM,2020-02-27 17:30:00,20.614841726808,188.410203522395,457.09,-2.135
US-xRM,2020-02-28 17:00:00,44.216060401078,114.106062757521,399.6,-1.867
US-xRM,2020-03-02 16:00:00,,88.2684210693364,306.05,-1.017
US-xRM,2020-04-06 19:30:00,84.18954033857,292.791325857187,716.0,-0.8569999999999999
US-xRM,2020-04-10 18:00:00,110.168673669659,319.930863980717,704.72,
US-xRM,2020-04-14 16:30:00,143.114556415833,228.492347006026,530.99,
US-xRM,2020-04-15 22:30:00,37.50566128348,66.8997354205437,129.55,-1.748
US-xRM,2020-04-18 15:00:00,,,174.64,-1.3633333333333333
US-xRM,2020-04-19 20:30:00,86.6506523924226,271.325465130485,709.07,-1.264
US-xRM,2021-02-06 18:30:00,-31.0405200095229,267.389568371085,392.44,-5.5495
US-xRM,2021-02-10 17:00:00,44.2126028232386,-34.7421885518302,-9.51,-3.4655
US-xRM,2021-03-02 15:30:00,,,134.31,
US-xRM,2021-06-16 15:30:00,115.199588430674,6.9202488668091,182.2,
US-xRM,2021-06-17 21:00:00,175.844995914656,239.599940737217,727.18,
US-xRM,2021-06-29 16:30:00,132.001276866812,183.743913712979,629.2,9.974333333333332
US-xNW,2019-02-13 17:00:00,,,114.36,-2.5563333333333333
US-xNW,2019-02-16 16:00:00,,,38.51,-2.1486666666666667
US-xNW,2019-02-16 22:30:00,,,42.54,-1.597
US-xNW,2019-02-20 20:30:00,,,100.25,-3.2965
US-xNW,2019-02-23 20:00:00,,,89.18,-1.818
US-xNW,2019-02-27 18:00:00,,,104.61,
US-xNW,2019-03-02 17:00:00,,,32.06,
US-xNW,2019-05-31 22:30:00,,,,0.246
US-xNW,2019-06-08 19:30:00,,,,
US-xNW,2019-06-19 15:00:00,,,298.97,1.0360000000000005
US-xNW,2019-06-30 17:30:00,,,631.26,
US-xNW,2019-07-04 15:30:00,,,360.89,
US-xNW,2019-07-07 14:30:00,,,289.02,
US-xNW,2019-07-29 23:00:00,,,324.43,27.9495
US-xNW,2019-08-13 17:00:00,,,552.42,26.051
US-xNW,2019-08-20 14:30:00,,,166.41,
US-xNW,2019-08-20 21:00:00,,,262.79,
US-xNW,2019-08-24 19:30:00,,,480.13,
US-xNW,2019-08-28 18:00:00,,,526.63,
US-xNW,2019-09-01 16:00:00,,,344.13,12.144666666666666
US-xNW,2019-09-05 14:30:00,,,141.05,
US-xNW,2019-10-04 20:30:00,,,366.44,
US-xNW,2019-10-08 19:00:00,,209.745367770934,320.63,16.858
US-xNW,2019-10-15 16:30:00,,,306.36,0.9993333333333334
US-xNW,2019-10-16 22:30:00,28.1653832901596,110.465490225493,131.63,17.11466666666667
US-xNW,2019-10-19 21:30:00,23.1316603277741,105.334312396642,153.56,
US-xNW,2019-10-27 18:30:00,,,-39.12,-3.446
US-xNW,2019-10-31 16:30:00,,,-3.64,
US-xNW,2019-12-04 20:30:00,,,102.69,
US-xNW,2019-12-07 19:30:00,,,24.59,
US-xNW,2019-12-11 18:00:00,60.0676356765356,-105.889264127167,,
US-xNW,2019-12-23 19:30:00,55.3375155417869,-19.0422718369203,34.71,-1.7939999999999998
US-xNW,2020-01-30 22:00:00,4.41001538193355,35.9246863757007,55.43,
US-xNW,2020-02-11 17:30:00,96.2100637842034,-139.338696041749,-62.5,-2.0083333333333333
US-xNW,2020-02-15 22:30:00,13.1382289440119,-45.6368319696265,5.82,-2.032
US-xNW,2020-02-19 21:00:00,-5.4196020872664,81.2081301782421,39.97,-1.6773333333333331
US-xNW,2020-02-20 20:00:00,,,-15.47,-1.9303333333333332
US-xNW,2020-02-24 18:30:00,,,118.11,-2.013333333333333
US-xNW,2020-02-27 17:30:00,6.15947036773918,24.5595702469811,80.03,-2.904666666666666
US-xNW,2020-02-28 17:00:00,63.7120601604189,-76.3033044888887,21.45,-3.0530000000000004
US-xNW,2020-03-02 16:00:00,,,40.22,-2.04
US-xNW,2020-03-29 22:30:00,,,75.56,-1.2016666666666669
US-xNW,2020-04-06 19:30:00,,,353.47,-0.069
US-xNW,2020-04-10 18:00:00,,,426.58,0.084
US-xNW,2020-04-14 16:30:00,,,116.27,0.725
US-xNW,2020-04-14 23:00:00,,,60.61,0.65
US-xNW,2020-04-18 15:00:00,,,82.7,
US-xNW,2020-04-19 20:30:00,,,117.38,-0.602
US-xNW,2020-04-22 20:00:00,,,287.82,0.252
US-xNW,2021-02-06 18:30:00,26.1764069383587,-2.61027582002158,109.97,-3.289333333333333
US-xNW,2021-02-10 17:00:00,45.9266115934543,-16.0678757144442,72.63,-1.9023333333333337
US-xNW,2021-03-02 15:30:00,41.5913591403278,-40.2657639233372,,-2.9133333333333336
US-xNW,2021-06-17 21:00:00,194.189964592455,186.747873745133,641.92,57.33866666666668
US-xNW,2021-06-21 19:30:00,215.19799508846,282.889107355256,723.27,60.823
US-NR3,2019-02-13 17:00:00,,,,46.39154
US-NR3,2019-02-16 16:00:00,,,-9.183607,-3.090803
US-NR3,2019-02-16 22:30:00,,,27.77578,-15.51211
US-NR3,2019-02-20 20:30:00,,,,33.21417
US-NR3,2019-02-23 20:00:00,,,,12.45968
US-NR3,2019-02-27 18:00:00,,,,
US-NR3,2019-03-02 17:00:00,,,-17.02643,0.03854317
US-NR3,2019-05-31 22:30:00,,48.7329771,,
US-NR3,2019-06-08 19:30:00,,,,
US-NR3,2019-06-19 15:00:00,,,,
US-NR3,2019-06-30 17:30:00,,,,
US-NR3,2019-07-04 15:30:00,,,301.6115,73.1479
US-NR3,2019-07-07 14:30:00,,,250.8999,50.5179
US-NR3,2019-07-29 23:00:00,,,,
US-NR3,2019-08-13 17:00:00,,,,
US-NR3,2019-08-20 14:30:00,,,,
US-NR3,2019-08-20 21:00:00,,73.31273633,177.9961,51.20795
US-NR3,2019-08-24 19:30:00,89.50929652,194.032123,517.3917,65.14394
US-NR3,2019-08-28 18:00:00,101.2901279,264.5381979,488.3978,131.1929
US-NR3,2019-09-01 16:00:00,68.54750082,111.7288361,306.8122,77.48985
US-NR3,2019-09-05 14:30:00,35.55928726,34.84251125,118.4234,10.89133
US-NR3,2019-10-04 20:30:00,,,,
US-NR3,2019-10-08 19:00:00,,,,
US-NR3,2019-10-15 16:30:00,,,,
US-NR3,2019-10-16 22:30:00,,,,
US-NR3,2019-10-19 21:30:00,,,,
US-NR3,2019-10-27 18:30:00,,,,
US-NR3,2019-10-31 16:30:00,,,,
US-NR3,2019-12-04 20:30:00,,,,
US-NR3,2019-12-07 19:30:00,,,,
US-NR3,2019-12-11 18:00:00,,,,
US-NR3,2019-12-23 19:30:00,,,,
US-NR3,2020-01-30 22:00:00,,,,
US-NR3,2020-02-11 17:30:00,,,,
US-NR3,2020-02-15 22:30:00,,,,
US-NR3,2020-02-19 21:00:00,,,,
US-NR3,2020-02-20 20:00:00,,,,
US-NR3,2020-02-24 18:30:00,,,,
US-NR3,2020-02-27 17:30:00,,,,
US-NR3,2020-02-28 17:00:00,,,,
US-NR3,2020-03-02 16:00:00,,,,
US-NR3,2020-03-29 22:30:00,,,,
US-NR3,2020-04-06 19:30:00,,,,
US-NR3,2020-04-10 18:00:00,,,,
US-NR3,2020-04-14 16:30:00,,,,
US-NR3,2020-04-14 23:00:00,,,,
US-NR3,2020-04-18 15:00:00,,,,
US-NR3,2020-04-19 20:30:00,,,,
US-NR3,2020-04-22 20:00:00,,,,
US-NR3,2021-02-06 18:30:00,-4.62642712125511,69.0645778643983,124.037,0.401253
US-NR3,2021-02-10 17:00:00,,,,
US-NR3,2021-03-02 15:30:00,,,,
US-NR3,2021-06-17 21:00:00,154.433496471271,286.739770917924,541.371,117.2332
US-NR3,2021-06-21 19:30:00,108.30913656588,318.331427730087,565.5087,122.633
US-PHM,2019-03-04 14:00:00,1.1407,-8.8255,,
US-PHM,2019-06-09 17:00:00,273.02,215.01,706.6817667,
US-PHM,2019-06-17 20:00:00,310.03,203.95,555.0977667,
US-PHM,2019-07-02 14:00:00,219.22,92.366,380.1377,
US-PHM,2019-07-03 13:30:00,216.05,71.217,406.4033667,
US-PHM,2019-07-06 12:30:00,144.59,58.255,285.5673667,
US-PHM,2019-08-02 20:00:00,265.34,66.126,505.0784667,
US-PHM,2019-08-31 14:00:00,179.65,83.062,373.9093,
US-PHM,2019-10-05 18:30:00,,,412.1689333,
US-PHM,2019-10-17 13:30:00,,,108.39224,
US-PHM,2019-10-18 19:00:00,,,321.8142333,
US-PHM,2019-10-19 18:30:00,,,334.0420333,
US-PHM,2019-10-26 16:00:00,76.156,59.812,420.1827,
US-PHM,2019-12-05 18:00:00,,,127.6619333,
US-PHM,2020-02-08 16:30:00,,,,
US-PHM,2020-02-22 17:00:00,81.0051,,,
US-PHM,2020-04-14 20:00:00,161.08,159.654,384.6668667,
US-PHM,2020-05-03 13:00:00,66.6771,-25.8953,296.5029667,
US-PHM,2020-05-28 21:00:00,153.042,95.9348,264.7377333,
US-PHM,2020-06-15 19:30:00,91.6634,129.248,545.1000333,
US-PHM,2020-06-19 18:00:00,233.031,181.227,669.0338667,
US-PHM,2020-06-21 11:30:00,65.8687,20.9674,180.9084,
US-PHM,2020-06-22 17:00:00,84.0817,97.6215,331.5643333,
US-PHM,2020-06-23 16:30:00,116.609,85.0281,720.8158333,
US-PHM,2020-07-25 22:00:00,175.294,16.0039,179.3064667,
US-PHM,2020-08-09 21:30:00,139.942,34.8736,146.0807533,
US-PHM,2020-08-10 16:00:00,288.186,164.151,530.4091333,
US-PHM,2020-08-17 18:30:00,102.664,117.249,559.9037,
US-PHM,2020-08-24 16:00:00,294.665,194.609,584.4653667,
US-NC2,2019-05-29 21:00:00,342.722473,48.524642,390.8754,8.783333333333333
US-NC2,2019-06-20 12:30:00,128.381386,20.203366,144.4456,1.8846666666666667
US-NC2,2019-08-14 15:00:00,,106.70649,527.3635,5.214666666666667
US-NC2,2019-10-02 19:00:00,,277.726792,408.1903,32.76
US-NC2,2019-10-31 15:00:00,182.988523,155.564323,313.208,22.87
US-NC2,2019-12-05 18:00:00,77.672333,,301.5012,14.06
US-NC2,2019-12-27 16:30:00,51.424179,86.108435,253.7175,31.105
US-NC2,2020-02-13 14:30:00,,,202.1584,31.285
US-NC2,2020-04-08 16:30:00,309.179856,118.442659,584.5245,
US-NC2,2020-04-12 15:00:00,238.97555,265.62775,480.7852,32.18333333333334
US-NC2,2020-05-25 21:30:00,170.250676,82.191871,238.2473,9.885666666666664
US-NC2,2020-06-02 18:30:00,422.833947,126.147031,481.575,
US-NC2,2020-06-06 17:00:00,143.718253,133.572989,538.3385,
US-NC2,2020-06-24 17:00:00,402.214985,190.899099,677.4059,
US-NC2,2020-07-26 21:30:00,,,337.7647,8.88
US-NC2,2020-07-30 19:30:00,,,435.5327,12.965
US-NC2,2020-08-11 15:00:00,,,494.2588,28.05
US-NC2,2020-10-05 17:30:00,201.673,,508.3542,
US-NC2,2020-10-13 14:00:00,40.2074,37.6003,99.5948,
US-NC2,2020-10-27 16:00:00,44.2504,38.7581,166.6135,
US-NC2,2020-11-29 19:30:00,66.4426,91.1398,,16.830000000000002
US-NC2,2020-12-03 18:00:00,85.6257,132.566,,17.066666666666666
US-NC2,2020-12-11 14:30:00,,,,2.442333333333333
US-NC2,2021-02-08 15:30:00,,,388.6733,13.536
US-NC2,2021-04-04 17:30:00,128.374,261.942,558.5466,
US-NC2,2021-06-17 19:30:00,324.016,218.166,568.2252,25.005000000000003
US-NC2,2021-07-28 20:00:00,199.767,138.892,91.78215,9.172
US-NC3,2019-05-29 21:00:00,405.11948,22.532999,349.14836,21.02375333333333
US-NC3,2019-06-20 12:30:00,,,140.51919,4.462741333333334
US-NC3,2019-08-14 15:00:00,,78.9565,492.71884,10.83575
US-NC3,2019-10-02 19:00:00,281.493664,59.0811,449.65123,14.831076666666666
US-NC3,2019-10-31 15:00:00,196.539643,31.1636,,
US-NC3,2019-12-05 18:00:00,,,,0.965535
US-NC3,2019-12-27 16:30:00,,,,7.213788000000001
US-NC3,2020-02-13 14:30:00,,,,15.231543333333336
US-NC3,2020-04-08 16:30:00,,287.467658,,21.56846
US-NC3,2020-04-12 15:00:00,,352.313241,,24.41596
US-NC3,2020-06-06 17:00:00,,,,18.22234333333333
US-NC3,2020-06-24 17:00:00,,,,16.077003333333334
US-NC3,2020-07-26 21:30:00,,,,
US-NC3,2020-07-30 19:30:00,,,,13.77785
US-NC3,2020-08-11 15:00:00,,,,10.801332333333333
US-NC3,2020-10-05 17:30:00,359.865,190.684,0.03095,5.043764333333333
US-NC3,2020-10-13 14:00:00,,,,
US-NC3,2020-10-27 16:00:00,,,,
US-NC3,2020-11-29 19:30:00,,7.04177,244.0319,4.33034
US-NC3,2020-12-03 18:00:00,,140.834,361.7091,-6.9334445
US-NC3,2020-12-11 14:30:00,,17.5471,138.873,-9.7023505
US-NC3,2021-02-08 15:30:00,,,,-13.326825
US-NC3,2021-04-04 17:30:00,,,,24.77007
US-NC3,2021-06-17 19:30:00,,,,11.75882
US-xUK,2019-06-02 21:00:00,,141.274062448029,507.9,14.808
US-xUK,2019-06-28 17:30:00,,67.9706470295558,725.3,19.083
US-xUK,2019-07-01 16:30:00,500.162719964482,116.891721623392,681.4,11.393
US-xUK,2019-07-27 23:00:00,,,285.63,
US-xUK,2019-08-03 20:30:00,,,629.18,15.252
US-xUK,2019-08-07 19:00:00,,,,-1.829
US-xUK,2019-08-10 18:00:00,,,,10.852
US-xUK,2019-08-14 16:30:00,,,606.2,-0.17
US-xUK,2019-08-14 23:00:00,,,249.1,8.231
US-xUK,2019-09-06 14:00:00,,,126.25,
US-xUK,2019-10-17 15:00:00,,111.940094377409,232.41,-16.927
US-xUK,2019-11-01 16:00:00,45.4822871759322,143.09207317996,317.55,-14.604
US-xUK,2019-11-02 15:00:00,15.1469035964964,72.6138328202737,,-16.043
US-xUK,2019-12-02 20:30:00,34.4410046575358,157.26584105702,226.68,0.307
US-xUK,2019-12-06 19:00:00,41.162123603587,,296.26,
US-xUK,2019-12-09 18:00:00,30.9901884928547,,233.77,-6.033
US-xUK,2019-12-13 16:30:00,,,156.57,-8.971
US-xUK,2019-12-21 19:30:00,26.8409695921756,,268.52,10.093
US-xUK,2019-12-24 19:00:00,,112.556079547902,326.62,8.169
US-xUK,2020-02-21 19:00:00,48.2084000149573,382.695646390039,487.55,
US-xUK,2020-02-29 16:00:00,20.8876122845875,151.954801079252,338.05,-10.666
US-xUK,2020-04-08 18:00:00,,271.973943115709,589.58,35.963
US-xUK,2020-05-02 15:30:00,,,483.85,9.688
US-xUK,2020-05-29 21:30:00,357.355309078254,176.51970783743,503.59,14.725
US-xUK,2020-06-02 20:00:00,405.543487500348,163.207627713412,676.66,20.709
US-xUK,2020-06-13 22:30:00,,,368.81,17.024
US-xUK,2020-06-14 15:30:00,,,512.16,6.386
US-xUK,2020-06-18 14:00:00,,,325.63,2.322
US-xUK,2020-06-22 19:00:00,,,740.98,12.513
US-xUK,2020-06-22 19:00:00,,,740.98,12.513
US-xUK,2020-06-30 15:30:00,,,197.04,10.116
US-xUK,2020-07-07 13:30:00,,9.42641575023105,230.63,2.406
US-xUK,2020-08-07 18:00:00,160.782296179427,68.6460889373101,640.65,6.475
US-xUK,2020-08-11 23:00:00,131.783751203284,6.51926715021127,279.97,14.633
US-xUK,2020-08-15 21:30:00,419.047607656041,66.7001059963659,477.34,11.16
US-xUK,2020-08-19 20:00:00,,100.16108321224,628.83,5.481
US-xUK,2020-08-23 18:30:00,503.601341977358,108.509492499254,651.14,10.023
US-xUK,2020-08-27 17:00:00,,,611.64,
US-xUK,2020-09-04 14:00:00,,,180.85,
US-xUK,2020-10-01 20:30:00,,,445.03,
US-xUK,2020-10-02 19:30:00,,,500.82,
US-xUK,2020-10-05 19:00:00,,,516.29,
US-xUK,2020-10-06 18:00:00,,262.858410154133,515.36,
US-xUK,2020-10-09 17:30:00,187.456023475905,258.962351332782,486.02,
US-xUK,2020-10-10 16:30:00,75.3303815428965,240.657862520755,406.63,
US-xUK,2020-10-14 15:00:00,55.2733061394921,105.950547402321,206.67,
US-xUK,2020-12-03 19:30:00,43.2697136511987,,239.98,-7.713
US-xUK,2020-12-07 18:00:00,,95.660154673691,312.53,-6.387
US-xUK,2021-06-23 18:00:00,237.726708402095,187.862743131391,764.71,16.236
US-xUK,2021-08-25 17:30:00,328.35413850214,127.966695964759,664.07,11.0365
US-xUK,2021-08-26 16:30:00,,56.6891836344589,570.08,9.8145
US-xUK,2021-09-02 14:30:00,81.4544594915502,18.8632245089925,197.92,-4.655
US-xUK,2021-09-26 22:00:00,247.020792099941,-59.7397497022892,239.95,12.4475
US-KM4,2019-06-02 21:00:00,231.5528062,76.43290921,359.6971,11.117281666666663
US-KM4,2019-06-21 13:30:00,133.6891161,67.42944601,365.2783,0.3279033333333333
US-KM4,2019-06-22 19:00:00,436.8403326,122.2711377,689.9075,40.26935333333333
US-KM4,2019-06-23 18:30:00,399.4519727,97.9134136,664.632,39.85736333333333
US-KM4,2019-06-27 16:30:00,309.365512,86.78666339,707.4521,23.766176666666667
US-KM4,2019-07-04 14:00:00,189.6541342,74.50163293,420.9798,11.682323000000002
US-KM4,2019-07-07 13:00:00,128.6283498,27.16066934,265.3656,-3.457608
US-KM4,2019-07-08 12:30:00,88.46431142,-6.045556931,144.59928,-15.196337
US-KM4,2019-07-31 21:30:00,265.448334,110.778555,455.6325,13.069661000000002
US-KM4,2019-08-04 20:00:00,351.4348204,,,28.28173
US-KM4,2019-08-07 19:00:00,277.3780965,119.6699427,564.9347,25.947716666666665
US-KM4,2019-08-11 17:00:00,250.4672663,169.2422075,616.9633,30.37743
US-KM4,2019-08-22 13:00:00,59.58331776,10.87704911,108.58749,-7.540120666666667
US-KM4,2019-08-24 18:00:00,206.7100092,253.4181478,625.3037,19.774403333333336
US-KM4,2019-09-04 14:00:00,142.8190972,60.34156247,319.27314,4.3076963
US-KM4,2019-09-05 13:00:00,,,151.85543,-9.591030333333334
US-KM4,2019-10-06 19:00:00,147.4074419,198.5056023,455.1271,10.3845875
US-KM4,2019-10-20 19:00:00,48.6432299,41.87085331,144.44021,13.00726
US-KM4,2019-10-23 18:30:00,127.7309432,152.8751151,384.1727,4.3474555
US-KM4,2019-10-27 16:30:00,105.4157107,34.00370392,199.76575,2.191621
US-KM4,2019-10-28 16:00:00,107.924441,108.4291229,325.0773,12.02601
US-KM4,2019-12-23 18:00:00,37.88862283,56.39096004,,-7.203825666666667
US-KM4,2020-04-05 19:00:00,44.28649519,,426.0577,24.52579666666667
US-KM4,2020-04-09 17:30:00,,,,-2.3162256666666665
US-xML,2019-05-28 22:00:00,66.1081694592465,76.2447420100253,193.96,34.419
US-xML,2019-06-15 21:30:00,104.924196098086,194.254855828923,441.84,32.394000000000005
US-xML,2019-06-19 13:30:00,66.4179972644578,61.16019787892,236.38,6.945
US-xML,2019-06-29 16:30:00,281.911914267111,211.943071379119,675.78,27.4825
US-xML,2019-07-26 22:30:00,98.2293447830373,75.4911631340111,209.05,
US-xML,2019-08-06 18:00:00,218.082835227258,262.119492644673,774.96,
US-xML,2019-08-17 14:00:00,224.284947635846,97.1261549582615,414.57,3.3475
US-xML,2019-09-04 14:00:00,,,368.71,1.517
US-xML,2019-10-05 18:30:00,23.6097395168004,117.214908078615,262.16,-8.1585
US-Vcp,2019-06-08 19:30:00,164.28317,403.84134,823.984,
US-Vcp,2019-06-12 17:30:00,195.67197,,744.31099,
US-Vcp,2019-06-19 15:00:00,194.50196,134.38649,377.59653,
US-Vcp,2019-06-21 21:30:00,248.21329,526.12729,699.80617,
US-Vcp,2019-06-25 20:00:00,269.52811,,828.91519,
US-Vcp,2019-06-29 18:00:00,,,712.83243,
US-Vcp,2019-07-02 17:00:00,328.94421,195.31191,561.29358,
US-Vcp,2019-07-03 16:30:00,196.03696,294.85635,609.05662,
US-Vcp,2019-07-10 14:00:00,,,135.179,
US-Vcp,2019-07-27 00:00:00,133.62817,-17.184366,160.92658,
US-Vcp,2019-07-29 23:00:00,139.1027,143.20005,441.83969,
US-Vcp,2019-08-13 17:00:00,178.46063,192.91987,636.25942,
US-Vcp,2019-08-17 15:30:00,158.03313,70.718466,371.04329,
US-Vcp,2019-08-31 17:00:00,101.22335,361.39276,589.12142,
US-Vcp,2019-09-07 14:30:00,,,21.405999,
US-xYE,2019-05-30 00:30:00,85.0043316829973,113.608950953235,236.41,7.870999999999999
US-xYE,2019-06-02 22:30:00,207.423502802042,179.750277643772,533.0,10.598999999999998
US-xYE,2019-06-09 20:00:00,,,,
US-xYE,2019-06-12 19:00:00,261.748349735949,330.433095532666,774.25,
US-xYE,2019-06-13 18:30:00,,158.931431514538,,4.386666666666667
US-xYE,2019-06-23 15:00:00,,,369.35,
US-xYE,2019-07-04 15:30:00,183.485588532345,159.593648514493,469.5,-1.108
US-xYE,2019-07-08 14:00:00,15.5092576440707,7.30669903737696,100.12,-0.7826666666666666
US-xYE,2019-08-02 23:00:00,,250.265588970974,453.09,
US-xYE,2019-08-03 22:00:00,180.88873369535,216.274422723494,570.6,
US-xYE,2019-08-13 18:30:00,,287.426555838876,652.54,-0.3376666666666666
US-xYE,2019-08-13 23:30:00,,174.823104371226,346.37,
US-xYE,2019-08-14 18:00:00,,284.312837975122,621.14,-0.584
US-xYE,2019-08-21 15:30:00,,,319.19,-2.291
US-xYE,2019-08-21 20:30:00,,,678.94,
US-xYE,2019-08-22 14:30:00,,7.23143968199849,44.48,-2.462333333333333
US-xYE,2019-08-28 18:00:00,149.012248178006,270.395266207938,577.71,
US-xYE,2019-09-01 16:00:00,,130.291591271189,376.37,-2.5416666666666665
US-xYE,2019-09-02 15:30:00,,139.381877876545,309.43,-2.591
US-xYE,2019-10-01 23:00:00,47.8509238618245,69.7009359455431,206.59,
US-xYE,2019-10-06 20:30:00,,,483.81,
US-xYE,2019-10-16 22:30:00,,,248.6,
US-xYE,2019-12-27 18:00:00,,80.3558577126913,139.15,
US-Los,2019-05-31 22:30:00,114.2204,102.5574,290.8828,9.836426
US-Los,2019-06-04 21:00:00,174.514,197.0437,474.8125,10.42618
US-Los,2019-06-07 20:00:00,280.2022,198.0999,634.8698,14.35367
US-Los,2019-06-08 19:30:00,,,648.5403,13.30009
US-Los,2019-06-13 21:30:00,129.1149,98.05532,361.6963,
US-Los,2019-06-15 17:00:00,,,704.6273,15.72457
US-Los,2019-06-15 21:30:00,254.4289,183.723,460.1895,14.42933
US-Los,2019-06-19 15:00:00,145.358,194.3846,544.4169,14.55342
US-Los,2019-07-04 14:00:00,,,408.4344,19.46703
US-Los,2019-07-05 13:00:00,,,91.2886,6.976379
US-Los,2019-07-29 23:00:00,176.4733,25.63805,226.0676,13.08317
US-Los,2019-08-02 21:30:00,,,528.1606,20.98782
US-Los,2019-08-10 18:00:00,,,,18.95103
US-Los,2019-08-10 23:00:00,,,131.088,13.06172
US-Los,2019-08-14 21:00:00,193.3828,48.94727,349.6456,13.37312
US-Los,2019-08-17 15:30:00,,,491.7858,19.37592
US-Los,2019-08-17 20:30:00,,,483.8654,19.63678
US-Los,2019-08-24 18:00:00,,,,20.06455
US-Los,2019-10-08 19:00:00,140.416,,429.5837,3.920036
US-Los,2020-08-10 22:30:00,168.0076,24.82407,281.1259,
US-xUN,2019-05-31 22:30:00,77.5272669759859,173.782239361479,297.7,23.108
US-xUN,2019-06-07 20:00:00,200.752184360844,190.525560069676,604.26,
US-xUN,2019-06-08 19:30:00,,265.533011688638,634.54,25.875
US-xUN,2019-06-13 21:30:00,,84.5504415325121,,10.051
US-xUN,2019-06-15 17:00:00,144.245399995099,212.228064628886,644.94,
US-xUN,2019-06-19 15:00:00,,,461.2,2.809
US-xUN,2019-06-19 20:00:00,133.570593025606,169.147149513741,,15.103666666666667
US-xUN,2019-06-20 19:00:00,95.0705026028338,120.100056116556,540.34,11.537666666666668
US-xUN,2019-06-28 15:30:00,209.195450817386,143.105230454162,430.2,11.198333333333332
US-xUN,2019-07-05 13:00:00,,,91.82,
US-xUN,2019-07-29 23:00:00,135.123667563415,,203.55,7.708000000000001
US-xUN,2019-08-10 18:00:00,,,638.79,7.963999999999999
US-xUN,2019-08-10 23:00:00,240.574707840512,-3.29208255797706,221.81,11.201666666666666
US-xUN,2019-08-17 15:30:00,251.513926913019,93.8842545916717,428.08,6.635666666666666
US-xUN,2019-08-17 20:30:00,,,459.06,22.546666666666667
US-xUN,2019-08-21 18:30:00,,,544.74,4.859333333333333
US-xUN,2019-09-01 14:30:00,35.5965329902894,22.6216455761542,117.04,-2.393666666666667
US-xUN,2019-10-08 19:00:00,70.014279874917,,,
US-Syv,2019-05-31 22:30:00,,,,
US-Syv,2019-06-07 20:00:00,,,,
US-Syv,2019-06-08 19:30:00,,,,
US-Syv,2019-06-13 21:30:00,,,,
US-Syv,2019-06-15 17:00:00,,,,
US-Syv,2019-06-19 15:00:00,,,,
US-Syv,2019-06-28 15:30:00,,,,
