,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,time_solar,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C
3743,US-PFi,45.9749,-90.2327,5177,8,15TYL,6/4/19 21:01,6/4/19,00:20.2,95.21694,0.5533356,1,0.00552,2.65788625,0.0552,48.394398,0.976,23.557253,297.34,1.84,209.19441,,159.11386,0.07214313,87.60317,0.6899227,0.23935631,0.81316626,330.8357,209.65393,0.35446683,0.42722905,114.93804,20.833511,0,,456.11343,,8.294091,,8.75046,7.8225183,6.6172314,2019,20.833511,297.34,0.7380594,0.13545679,24.19
3744,US-PFi,45.9749,-90.2327,5177,8,15TYM,6/4/19 21:01,6/4/19,00:20.2,78.37566,0.5693484,1,0.00552,2.58034795,0.0552,48.95074,0.976,23.961252,297.12,1.84,196.90024,,146.24059,0.050687276,82.75169,0.7170921,0.22143483,0.82819986,330.86813,197.32498,0.39317638,0.41324136,110.1084,19.094938,0,,452.51318,,8.283902,,8.749527,7.8155036,6.6183867,2019,19.094938,297.12,0.7380594,0.13545679,23.97
3746,US-PFi,45.9749,-90.2327,5223,8,15TYL,6/7/19 20:09,6/7/19,08:05.2,385.87808,1,1,0.00576,6.49186065,0.0576,111.163994,0.944,50,295.32,1.92,628.6612,,533.57776,0,533.57776,0.9486971,0.05130288,1,724.8171,629.0175,0.316995,0,353.85666,26.249622,0,,455.47635,,8.046599,,8.505112,7.4719634,26.62207,2019,26.249622,295.32,0.8434593,0.13756616,22.17
3747,US-PFi,45.9749,-90.2327,5223,8,15TYM,6/7/19 20:09,6/7/19,08:05.2,382.8143,0.45709842,1,0.00576,5.811976,0.0576,142.21622,0.948,50,295.04,1.92,619.648,,532.2225,0.66630906,244.41197,0.27552903,0.05699917,0.59969515,724.81537,620.84436,0.29003426,0.9228867,313.80856,26.372717,0,,452.0166,,8.014525,,8.521405,7.478314,26.622782,2019,26.372717,295.04,0.8434593,0.13756616,21.89
3749,US-PFi,45.9749,-90.2327,5238,8,15TYL,6/8/19 19:20,6/8/19,19:04.2,346.8706,0.43127066,1,0.003,4.1192738,0.03,152.32666,0.978,50,301.62,1,613.1748,,508.86728,0.64132935,219.28322,0.26022786,0.09842342,0.5850781,818.041,614.4507,0.4229742,0.50651604,264.85635,24.168482,0,,454.69083,,9.212444,,9.571567,8.655699,4.317451,2019,24.168482,301.62,0.8563288,0.13638459,28.47
3750,US-PFi,45.9749,-90.2327,5238,8,15TYM,6/8/19 19:20,6/8/19,19:04.2,348.91095,0.49383315,1,0.003,4.1694769,0.03,152.64142,0.976,50,301.78,1,637.5666,,527.63666,0.72863203,261.71237,0.21323709,0.050725676,0.57616425,818.03894,638.8467,0.24887432,0.5083348,269.97147,23.920527,0,,452.63742,,9.169218,,9.590988,8.660172,4.313613,2019,23.920527,301.78,0.8563288,0.13638459,28.63
3765,US-PFi,45.9749,-90.2327,5345,8,15TYL,6/15/19 16:46,6/15/19,45:39.2,335.94925,0.51454383,1,0.0036,5.022408,0.036000002,243.40646,0.976,50,290.78,1.2,683.38495,,506.01743,0.80802435,260.2052,0.14720927,0.02451735,0.52672166,810.0727,684.6157,0.2887843,0,2.1859207,16.574501,0,,455.99408,,7.512457,,8.116361,7.436826,10.488639,2019,16.574501,290.78,0.90343094,0.047746126,17.63
3766,US-PFi,45.9749,-90.2327,5345,8,15TYL,6/15/19 16:46,6/15/19,45:39.2,335.94925,0.51454383,1,0.0036,5.022408,0.036000002,243.40646,0.976,50,290.78,1.2,683.38495,,506.01743,0.80802435,260.2052,0.14720927,0.02451735,0.52672166,810.0727,684.6157,0.2887843,0,2.1859207,16.574501,0,,455.99408,,7.512457,,8.116361,7.436826,10.488639,2019,16.574501,290.78,0.90343094,0.047746126,17.63
3767,US-PFi,45.9749,-90.2327,5345,8,15TYM,6/15/19 16:46,6/15/19,45:39.2,335.76776,0.49576268,1,0.0036,4.905733,0.036000002,243.78621,0.976,50,290.74,1.2,681.69257,,496.74112,0.7970638,244.81667,0.17670566,0.027041633,0.54626006,810.01685,682.95667,0.31057054,0,2.112666,15.926018,0,,452.07437,,7.512457,,8.116361,7.4302406,10.498766,2019,15.926018,290.74,0.90343094,0.047746126,17.59
3768,US-PFi,45.9749,-90.2327,5345,8,15TYM,6/15/19 16:46,6/15/19,45:39.2,335.76776,0.49576268,1,0.0036,4.905733,0.036000002,243.78621,0.976,50,290.74,1.2,681.69257,,496.74112,0.7970638,244.81667,0.17670566,0.027041633,0.54626006,810.01685,682.95667,0.31057054,0,2.112666,15.926018,0,,452.07437,,7.512457,,8.116361,7.4302406,10.498766,2019,15.926018,290.74,0.90343094,0.047746126,17.59
3771,US-PFi,45.9749,-90.2327,5348,5,15TYL,6/15/19 21:37,6/15/19,36:44.2,240.99557,0.50102544,1,0.00348,4.3811171,0.034799997,135.09154,0.976,50,293.06,1.16,373.5355,,286.4,0.8075864,145.4338,0.15989009,0.02438518,0.53509474,483.544,374.12494,0.29345745,0,2.205627,18.586798,0,,454.11182,,7.8197093,,8.393753,7.6291547,26.13902,2019,18.586798,293.06,0.90343094,0.047746126,19.91
3772,US-PFi,45.9749,-90.2327,5348,5,15TYL,6/15/19 21:37,6/15/19,36:44.2,240.99557,0.50102544,1,0.00348,4.3811171,0.034799997,135.09154,0.976,50,293.06,1.16,373.5355,,286.4,0.8075864,145.4338,0.15989009,0.02438518,0.53509474,483.544,374.12494,0.29345745,0,2.205627,18.586798,0,,454.11182,,7.8197093,,8.393753,7.6291547,26.13902,2019,18.586798,293.06,0.90343094,0.047746126,19.91
3773,US-PFi,45.9749,-90.2327,5348,5,15TYM,6/15/19 21:37,6/15/19,36:44.2,238.21461,0.5073834,1,0.00348,4.25376395,0.034799997,135.62628,0.972,50,293.08,1.16,373.24667,,284.41724,0.80749714,145.18227,0.1654935,0.025952771,0.5395302,483.5782,373.815,0.27561855,0,2.0999324,18.286896,0,,454.11182,,7.8197093,,8.393753,7.637472,26.13902,2019,18.286896,293.08,0.90343094,0.047746126,19.93
3774,US-PFi,45.9749,-90.2327,5348,5,15TYM,6/15/19 21:37,6/15/19,36:44.2,238.21461,0.5073834,1,0.00348,4.25376395,0.034799997,135.62628,0.972,50,293.08,1.16,373.24667,,284.41724,0.80749714,145.18227,0.1654935,0.025952771,0.5395302,483.5782,373.815,0.27561855,0,2.0999324,18.286896,0,,454.11182,,7.8197093,,8.393753,7.637472,26.13902,2019,18.286896,293.08,0.90343094,0.047746126,19.93
3776,US-PFi,45.9749,-90.2327,5363,6,15TYL,6/16/19 20:48,6/16/19,47:09.2,,,,,,,,0.98,,294.7,1.44,,,,,,,,,,,,,,,,,455.08438,,7.978589,,8.506513,7.659807,8.515199,2019,,294.7,0.9171205,0.0655496,21.55
3777,US-PFi,45.9749,-90.2327,5363,6,15TYM,6/16/19 20:48,6/16/19,47:09.2,,,,,,,,0.974,,294.96,1.44,,,,,,,,,,,,,,,,,452.1135,,7.955998,,8.488877,7.6712375,8.521053,2019,,294.96,0.9171205,0.0655496,21.81
3783,US-PFi,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,6/19/19,04:31.2,318.335,0.4312826,1,0.00384,5.60888875,0.038399998,122.53025,0.966,50,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0,0.5958131,652.99286,515.0807,0.33744952,0.7640247,325.01245,17.9711,0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49
3784,US-PFi,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,6/19/19,04:31.2,318.335,0.4312826,1,0.00384,5.60888875,0.038399998,122.53025,0.966,50,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0,0.5958131,652.99286,515.0807,0.33744952,0.7640247,325.01245,17.9711,0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49
3785,US-PFi,45.9749,-90.2327,5406,8,15TYL,6/19/19 15:05,6/19/19,04:31.2,318.335,0.4312826,1,0.00384,5.60888875,0.038399998,122.53025,0.966,50,289.64,1.28,514.2672,,391.33478,0.69103134,169.27307,0.28953716,0,0.5958131,652.99286,515.0807,0.33744952,0.7640247,325.01245,17.9711,0,,454.70203,,7.2915797,,7.908243,7.1984572,3.0670576,2019,17.9711,289.64,0.93079,0.11526441,16.49
3786,US-PFi,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,6/19/19,04:31.2,295.51773,0.43081468,1,0.00384,5.4216398,0.038399998,120.386055,0.966,50,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,652.9877,496.96414,0.3004109,0.74953955,314.58987,17.175482,0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23
3787,US-PFi,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,6/19/19,04:31.2,295.51773,0.43081468,1,0.00384,5.4216398,0.038399998,120.386055,0.966,50,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,652.9877,496.96414,0.3004109,0.74953955,314.58987,17.175482,0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23
3788,US-PFi,45.9749,-90.2327,5406,8,15TYM,6/19/19 15:05,6/19/19,04:31.2,295.51773,0.43081468,1,0.00384,5.4216398,0.038399998,120.386055,0.966,50,289.38,1.28,496.20395,,371.5191,0.655604,159.9226,0.32223564,0.01942364,0.6087482,652.9877,496.96414,0.3004109,0.74953955,314.58987,17.175482,0,,451.70813,,7.2593307,,7.898042,7.1941853,1.8842242,2019,17.175482,289.38,0.93079,0.11526441,16.23
3792,US-PFi,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,6/19/19,55:09.2,180.75648,0.46119517,1,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0,0.56659,725.85645,579.6885,0.3210976,0.8039156,288.98953,20.763783,0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73
3793,US-PFi,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,6/19/19,55:09.2,180.75648,0.46119517,1,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0,0.56659,725.85645,579.6885,0.3210976,0.8039156,288.98953,20.763783,0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73
3794,US-PFi,45.9749,-90.2327,5409,4,15TYL,6/19/19 19:56,6/19/19,55:09.2,180.75648,0.46119517,1,0.00444,4.36186245,0.0444,158.09473,0.958,48.87164,292.88,1.48,578.7832,,465.89093,0.76655334,212.32352,0.22043313,0,0.56659,725.85645,579.6885,0.3210976,0.8039156,288.98953,20.763783,0,,454.15146,,7.604979,,8.240136,7.364286,16.471087,2019,20.763783,292.88,0.93079,0.11526441,19.73
3795,US-PFi,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,6/19/19,55:09.2,178.24013,0.52398956,1,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,725.863,568.74805,0.24653013,0.7923127,401.42532,21.89538,0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73
3796,US-PFi,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,6/19/19,55:09.2,178.24013,0.52398956,1,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,725.863,568.74805,0.24653013,0.7923127,401.42532,21.89538,0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73
3797,US-PFi,45.9749,-90.2327,5409,4,15TYM,6/19/19 19:56,6/19/19,55:09.2,178.24013,0.52398956,1,0.00444,4.89679585,0.0444,150.32321,0.966,46.593487,292.88,1.48,567.8174,,464.12344,0.8347744,242.589,0.1494453,0.015780304,0.52917546,725.863,568.74805,0.24653013,0.7923127,401.42532,21.89538,0,,453.2375,,7.636679,,8.265382,7.445116,16.46922,2019,21.89538,292.88,0.93079,0.11526441,19.73
3823,US-PFi,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57
3824,US-PFi,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57
3825,US-PFi,45.9749,-90.2327,5528,7,15TYL,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.72,1.8,,,,,,,,,,,,,,,,,456.21506,,6.8201175,,7.4513407,6.7863774,21.061438,2019,,284.72,0.9248171,0.12853381,11.57
3826,US-PFi,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41
3827,US-PFi,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41
3828,US-PFi,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,6/27/19,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41
3857,US-PFi,45.9749,-90.2327,5638,5,15TYL,7/4/19 14:00,7/4/19,59:54.2,180.07857,0.4275322,1,0.00696,3.6113186,0.06959999,102.80406,0.952,38.83144,293.78,2.32,345.99844,,282.508,0.16735227,120.82643,0.8088463,0.023802109,0.7688161,450.00787,346.49533,0.38775676,0.33629492,355.75305,22.106958,0,,454.7542,,7.788704,,8.305284,7.3690643,10.580594,2019,22.106958,293.78,0.9065302,0.1445364,20.63
3858,US-PFi,45.9749,-90.2327,5638,5,15TYM,7/4/19 14:00,7/4/19,59:54.2,185.5485,0.8483348,1,0.00696,3.4723097,0.06959999,132.73929,0.95,37.5265,293.72,2.32,367.70197,,301.46872,0.73486185,256.72174,0.24024507,0.018067585,0.67924666,450.01285,368.25192,0.19511883,0,2.1540053,22.878193,0,,452.11353,,7.788543,,8.283092,7.3683524,10.57695,2019,22.878193,293.72,0.9065302,0.1445364,20.57
3860,US-PFi,45.9749,-90.2327,5653,6,15TYL,7/5/19 13:11,7/5/19,10:16.2,213.43344,0.59945273,1,0.00576,3.9156637,0.0576,57.85082,0.954,40.344093,288.78,1.92,286.00146,,230.42682,0.024199057,138.07036,0.9576115,0.01818943,0.87282354,351.5583,286.4253,0.35734668,0,156.14838,21.278782,0,,456.074,,7.296048,,7.9527016,7.2695193,22.265017,2019,21.278782,288.78,0.905329,0.14781098,15.63
3861,US-PFi,45.9749,-90.2327,5653,6,15TYM,7/5/19 13:11,7/5/19,10:16.2,191.87358,0.62524104,1,0.00576,3.4732685,0.0576,55.34202,0.954,40.44553,288.82,1.92,280.22888,,219.23344,0.02031569,137.5299,0.9638139,0.01587041,0.88326883,351.5406,280.643,0.28115577,0,152.97545,19.6148,0,,453.76114,,7.296048,,7.9609065,7.2695193,22.266937,2019,19.6148,288.82,0.905329,0.14781098,15.67
3865,US-PFi,45.9749,-90.2327,5699,5,15TYL,7/8/19 12:20,7/8/19,19:29.2,,,,,,,,0.966,,287.54,1.36,,,,,,,,,,,,,,,,,455.29233,,7.246397,,7.8369217,7.246725,3.938947,2019,,287.54,0.926123,0.18419537,14.39
3866,US-PFi,45.9749,-90.2327,5699,5,15TYM,7/8/19 12:20,7/8/19,19:29.2,,,,,,,,0.964,,287.54,1.36,,,,,,,,,,,,,,,,,451.79385,,7.229237,,7.832521,7.221169,3.9326577,2019,,287.54,0.926123,0.18419537,14.39
3869,US-PFi,45.9749,-90.2327,5745,5,15TYL,7/11/19 11:28,7/11/19,27:54.2,,,,,,,,0.974,,285.04,1.08,,,,,,,,,,,,,,,,,454.77942,,6.908888,,7.517919,7.069734,26.036194,2019,,285.04,0.91602564,0.13836004,11.89
3870,US-PFi,45.9749,-90.2327,5745,5,15TYM,7/11/19 11:28,7/11/19,27:54.2,,,,,,,,0.972,,285.26,1.08,,,,,,,,,,,,,,,,,451.805,,6.89423,,7.5183797,7.0638366,26.034678,2019,,285.26,0.91602564,0.13836004,12.11
3875,US-PFi,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,7/26/19,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19
3876,US-PFi,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,7/26/19,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19
3877,US-PFi,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,7/26/19,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21
3878,US-PFi,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,7/26/19,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21
3880,US-PFi,45.9749,-90.2327,6032,8,15TYL,7/29/19 23:04,7/29/19,03:32.2,115.65612,0.4036896,1,0.00396,6.52174535,0.0396,35.93014,0.972,21.479284,291.48,1.32,143.0206,,111.68391,0.30993748,45.417034,0.6243278,0.059354994,0.7132578,207.47102,143.19376,0.37133434,0.29384407,93.57928,19.988388,0,,455.57086,,7.6442833,,8.209112,7.5520787,2.106736,2019,19.988388,291.48,0.88454473,0.04988221,18.33
3881,US-PFi,45.9749,-90.2327,6032,8,15TYM,7/29/19 23:04,7/29/19,03:32.2,110.80265,1,1,0.00396,3.48749315,0.0396,23.41584,0.974,0,291.42,1.32,51.44117,,89.70619,0,89.70619,0,1,0.717554,207.43448,152.32533,0.4427891,0.33865547,106.916374,19.716814,0,,453.00513,,7.6898303,,8.186398,7.522589,2.1053536,2019,19.716814,291.42,0.88454473,0.04988221,18.27
4036,US-PFi,45.9749,-90.2327,7131,8,15TYL,10/8/19 19:07,10/8/19,07:03.2,179.49911,0.6633525,1,0.00288,1.3790335,0.0288,123.649284,0.976,32.428555,291.24,0.96,350.8693,,238.91095,0.50409937,158.4329,0.09512435,0.40076354,0.54144883,484.9753,352.11194,0.2928556,0,1.9290103,17.044167,0,,455.433,,7.62283,,8.210868,7.5308504,7.8146434,2019,17.044167,291.24,0.59214115,0.09931689,18.09
4037,US-PFi,45.9749,-90.2327,7131,8,15TYM,10/8/19 19:07,10/8/19,07:03.2,172.12437,0.6589615,1,0.00288,1.5449429,0.0288,116.92874,0.976,28.403913,291.24,0.96,331.29752,,217.08421,0.4047719,143.06721,0.10521444,0.4900758,0.5656707,484.98383,332.59784,0.29991627,0,2.107205,15.983959,0,,451.814,,7.6195445,,8.2130995,7.5308504,7.8247547,2019,15.983959,291.24,0.59214115,0.09931689,18.09
4261,US-PFq,45.9271,-90.2475,5116,8,15TYL,5/31/19 22:42,5/31/19,41:18.6,23.673328,0.5586234,1,0.00528,2.2931082,0.0528,92.72218,0.96,9.089614,292.76,1.76,244.22351,,172.25792,0.53660816,96.932365,0.19536097,0.28607687,0.59723926,345.04083,245.51721,0.25753713,0,10.603195,16.812227,0,,439.31396,,7.6193295,,8.255828,7.4056935,15.933604,2019,16.812227,292.76,0.7020776,0.05009072,19.61
4263,US-PFq,45.9271,-90.2475,5177,8,15TYL,6/4/19 21:01,6/4/19,00:16.6,76.2694,0.9213295,1,0.00552,3.07682655,0.0552,60.9415,0.972,19.011185,298.38,1.84,241.54239,,181.0139,0.5203346,166.98833,0.30322552,0.17761622,0.7612368,346.86832,242.77124,0.18514238,0.48492542,121.77112,20.378658,0,,438.9398,,8.390865,,8.795225,7.9049225,7.0390167,2019,20.378658,298.38,0.7009077,0.049706392,25.23
4278,US-PFq,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,6/15/19,45:35.6,340.5972,0.5384661,1,0.0048,5.04797915,0.048,230.70576,0.976,50,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,778.48505,655.6187,0.2781005,0,2.5373716,16.587654,0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93
4279,US-PFq,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,6/15/19,45:35.6,340.5972,0.5384661,1,0.0048,5.04797915,0.048,230.70576,0.976,50,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,778.48505,655.6187,0.2781005,0,2.5373716,16.587654,0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93
4282,US-PFq,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,6/15/19,36:40.6,263.71582,0.5301832,1,0.0036,5.0507955,0.036000002,92.17709,0.976,50,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,502.54535,401.37897,0.290151,0.79817706,192.0372,18.858116,0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05
4283,US-PFq,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,6/15/19,36:40.6,263.71582,0.5301832,1,0.0036,5.0507955,0.036000002,92.17709,0.976,50,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,502.54535,401.37897,0.290151,0.79817706,192.0372,18.858116,0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05
4285,US-PFq,45.9271,-90.2475,5363,6,15TYL,6/16/19 20:48,6/16/19,47:05.6,,,,,,,,0.964,,295.38,1.44,,,,,,,,,,,,,,,,,439.36694,,7.9157386,,8.467669,7.7165284,9.204843,2019,,295.38,0.89346296,0.06520651,22.23
4289,US-PFq,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,6/19/19,04:27.6,324.8404,0.42620042,1,0.00384,5.120969,0.038399998,186.16191,0.972,50,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0,0.59913206,649.73914,503.6417,0.33519217,0,1.9961057,18.034636,0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53
4290,US-PFq,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,6/19/19,04:27.6,324.8404,0.42620042,1,0.00384,5.120969,0.038399998,186.16191,0.972,50,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0,0.59913206,649.73914,503.6417,0.33519217,0,1.9961057,18.034636,0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53
4291,US-PFq,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,6/19/19,04:27.6,324.8404,0.42620042,1,0.00384,5.120969,0.038399998,186.16191,0.972,50,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0,0.59913206,649.73914,503.6417,0.33519217,0,1.9961057,18.034636,0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53
4295,US-PFq,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,6/19/19,55:05.6,201.64078,0.4629633,1,0.00444,4.26911605,0.0444,148.07489,0.976,50,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0,0.5619415,728.7121,570.8025,0.3127483,0.7914252,286.00497,20.823095,0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81
4296,US-PFq,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,6/19/19,55:05.6,201.64078,0.4629633,1,0.00444,4.26911605,0.0444,148.07489,0.976,50,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0,0.5619415,728.7121,570.8025,0.3127483,0.7914252,286.00497,20.823095,0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81
4297,US-PFq,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,6/19/19,55:05.6,201.64078,0.4629633,1,0.00444,4.26911605,0.0444,148.07489,0.976,50,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0,0.5619415,728.7121,570.8025,0.3127483,0.7914252,286.00497,20.823095,0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81
4317,US-PFq,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,6/27/19,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43
4318,US-PFq,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,6/27/19,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43
4319,US-PFq,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,6/27/19,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43
4336,US-PFq,45.9271,-90.2475,5638,5,15TYL,7/4/19 14:00,7/4/19,59:50.6,191.0946,0.41293606,1,0.00696,5.10270315,0.06959999,104.22016,0.902,9.279946,283.52,2.32,414.54193,,338.39435,0.22571856,139.70897,0.7558267,0.018454757,0.74851274,451.89984,415.68674,0.35456887,0,237.63312,21.930634,0,,440.1115,,6.82484,,7.3307843,6.590651,9.809735,2019,21.930634,283.52,0.91077983,0.14714703,10.37
