,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,time_solar,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C
6466,US-xJE,31.1948,-84.4686,7084,2,16RGV,10/5/19 18:18,10/5/19,40:12.5,241.7158,0.6955631,0.009928062,0.00552,1.7135427,0.0552,125.04054,0.95,29.933268,305.7,1.84,591.8483,,569.4617,0.9582447,396.70215,0.03561524,0.006470263,0.41394642,713.8744,637.2569,0.1157897,0.95448834,374.56897,35.4439,0,,27.846401,,9.512018,,9.862955,8.484239,26.767412,2019,35.4439,305.7,0.71016365,0.066420436,32.55
6478,US-xJE,31.1948,-84.4686,7145,2,16RGV,10/9/19 16:40,10/9/19,02:52.5,,,,,,,,0.944,,302.12,2.12,,,,,,,,,,,,,,,,,28.941114,,8.836136,,9.10478,7.9461856,18.631083,2019,,302.12,0.69052565,0.104661815,28.97
6577,US-xNW,40.0543,-105.5824,5578,2,13TDE,6/30/19 17:16,6/30/19,13:57.2,133.77452,0.9011979,1,0.00384,3.8178804,0.038399998,153.86366,0.948,7.450577,297.44,1.28,340.4986,,424.25592,0.32694253,375.73236,0.019839516,0.6516218,0.46318996,788.2389,621.2392,0.2578884,0,12.101629,22.843159,0,,3487.4778,,8.391315,,8.873179,7.571857,5.5420446,2019,22.843159,297.44,0.30266765,0.11576954,24.29
6578,US-xNW,40.0543,-105.5824,5578,2,13TDE,6/30/19 17:16,6/30/19,13:57.2,133.77452,0.9011979,1,0.00384,3.8178804,0.038399998,153.86366,0.948,7.450577,297.44,1.28,340.4986,,424.25592,0.32694253,375.73236,0.019839516,0.6516218,0.46318996,788.2389,621.2392,0.2578884,0,12.101629,22.843159,0,,3487.4778,,8.391315,,8.873179,7.571857,5.5420446,2019,22.843159,297.44,0.30266765,0.11576954,24.29
6870,US-xRM,40.2759,-105.5459,5406,4,13TDE,6/19/19 15:01,6/19/19,59:48.0,156.17455,0.59076774,1,0.00288,3.555743,0.0288,100.93413,0.972,10.657575,284.9,0.96,389.8745,,224.03267,0.24149066,132.27031,0.25351956,0.5049898,0.6797107,510.32947,393.29514,0.34331855,0.44995558,242.82837,9.789945,0,,2738.0703,,6.7502327,,7.422104,6.924749,24.69058,2019,9.789945,284.9,0.5603779,0.05907728,11.75
6871,US-xRM,40.2759,-105.5459,5406,4,13TDE,6/19/19 15:01,6/19/19,59:48.0,156.17455,0.59076774,1,0.00288,3.555743,0.0288,100.93413,0.972,10.657575,284.9,0.96,389.8745,,224.03267,0.24149066,132.27031,0.25351956,0.5049898,0.6797107,510.32947,393.29514,0.34331855,0.44995558,242.82837,9.789945,0,,2738.0703,,6.7502327,,7.422104,6.924749,24.69058,2019,9.789945,284.9,0.5603779,0.05907728,11.75
6872,US-xRM,40.2759,-105.5459,5406,4,13TDE,6/19/19 15:01,6/19/19,59:48.0,156.17455,0.59076774,1,0.00288,3.555743,0.0288,100.93413,0.972,10.657575,284.9,0.96,389.8745,,224.03267,0.24149066,132.27031,0.25351956,0.5049898,0.6797107,510.32947,393.29514,0.34331855,0.44995558,242.82837,9.789945,0,,2738.0703,,6.7502327,,7.422104,6.924749,24.69058,2019,9.789945,284.9,0.5603779,0.05907728,11.75
6891,US-xRM,40.2759,-105.5459,5578,2,13TDE,6/30/19 17:16,6/30/19,14:06.0,98.178894,0.633834,1,0.00396,4.855255,0.0396,213.6473,0.884,5.6192174,281.56,1.32,684.17224,,435.0291,0.4111436,275.77295,0.12233333,0.4665231,0.5666953,773.9346,689.605,0.36350822,0.5872528,362.7422,14.6686535,0,,2738.3271,,5.981648,,6.7708426,5.2378483,4.266919,2019,14.6686535,281.56,0.56295586,0.08498427,8.41
6892,US-xRM,40.2759,-105.5459,5578,2,13TDE,6/30/19 17:16,6/30/19,14:06.0,98.178894,0.633834,1,0.00396,4.855255,0.0396,213.6473,0.884,5.6192174,281.56,1.32,684.17224,,435.0291,0.4111436,275.77295,0.12233333,0.4665231,0.5666953,773.9346,689.605,0.36350822,0.5872528,362.7422,14.6686535,0,,2738.3271,,5.981648,,6.7708426,5.2378483,4.266919,2019,14.6686535,281.56,0.56295586,0.08498427,8.41
7003,US-xRM,40.2759,-105.5459,10670,4,13TDE,5/24/20 00:52,5/24/20,50:06.0,,,,,,,,0.95,,277.44,0.84,,,,,,,,,,,,,,,,,2736.3926,,5.7152877,,6.4969463,5.861717,0.4565124,2020,,277.44,0.4309772,0.07783636,4.29
7234,US-xST,45.5089,-89.5864,5238,8,15TYL,6/8/19 19:20,6/8/19,21:39.3,347.34616,0.50743115,1,0.00288,5.1566296,0.0288,163.13364,0.972,50,302.32,0.96,672.6817,,554.728,0.75671595,281.72458,0.17198722,0.07129684,0.5480032,819.5099,673.8937,0.28427,0.5283663,274.98438,23.598547,0,,445.57532,,9.301358,,9.710605,8.687832,6.7613177,2019,23.598547,302.32,0.86564785,0.053161245,29.17
7235,US-xST,45.5089,-89.5864,5253,7,15TYL,6/9/19 18:30,6/9/19,31:58.3,66.673256,0.4261272,1,0.006,4.38918385,0.06,166.74736,0.974,36.703053,297.4,2,519.68207,,423.70792,0.4895949,181.01738,0.4336921,0.076712996,0.6614085,643.59015,520.5021,0.2849801,0.38350087,244.33214,22.756037,0,,445.93567,,8.147871,,8.6656475,7.7279673,28.769085,2019,22.756037,297.4,0.86562127,0.052987427,24.25
7285,US-xST,45.5089,-89.5864,5528,7,15TYL,6/27/19 11:42,6/27/19,43:48.3,,,,,,,,0.968,,284.5,1.6,,,,,,,,,,,,,,,,,445.5042,,6.868423,,7.48575,6.979706,11.517515,2019,,284.5,0.85035706,0.13180296,11.35
7286,US-xST,45.5089,-89.5864,5528,7,15TYL,6/27/19 11:42,6/27/19,43:48.3,,,,,,,,0.968,,284.5,1.6,,,,,,,,,,,,,,,,,445.5042,,6.868423,,7.48575,6.979706,11.517515,2019,,284.5,0.85035706,0.13180296,11.35
7287,US-xST,45.5089,-89.5864,5528,7,15TYL,6/27/19 11:42,6/27/19,43:48.3,,,,,,,,0.968,,284.5,1.6,,,,,,,,,,,,,,,,,445.5042,,6.868423,,7.48575,6.979706,11.517515,2019,,284.5,0.85035706,0.13180296,11.35
7301,US-xST,45.5089,-89.5864,5638,5,15TYL,7/4/19 14:00,7/4/19,02:29.3,145.40393,0.401944,1,0.00696,5.7535557,0.06959999,127.58251,0.918,16.869093,285.84,2.32,457.6623,,371.49744,0.4144628,150.56232,0.54778737,0.033318777,0.68775946,480.21738,458.31235,0.32132635,0.33351082,263.27414,21.864964,0,,445.5745,,6.991537,,7.5438857,6.7135296,7.7783284,2019,21.864964,285.84,0.9012487,0.06520853,12.69
7303,US-xST,45.5089,-89.5864,5653,6,15TYL,7/5/19 13:11,7/5/19,12:51.3,110.84694,0.71341264,1,0.006,5.1206597,0.06,56.07948,0.95,17.64525,288.38,2,257.89813,,204.1833,0.00625515,145.41446,0.975049,0.018802783,0.9158516,293.76727,258.25674,0.35317683,0,141.80345,20.188011,0,,445.57495,,7.3110347,,7.9585185,7.2849765,25.470184,2019,20.188011,288.38,0.90121305,0.065205954,15.23
7310,US-xST,45.5089,-89.5864,5745,5,15TYL,7/11/19 11:28,7/11/19,30:29.3,,,,,,,,0.964,,286.62,1.16,,,,,,,,,,,,,,,,,445.9203,,7.0252604,,7.625889,7.1905813,23.863691,2019,,286.62,0.882126,0.071679235,13.47
7320,US-xST,45.5089,-89.5864,6047,7,15TYL,7/30/19 22:14,7/30/19,16:31.3,245.85754,0.44052032,0.31641802,0.00324,1.909959735,0.0324,76.888054,0.976,50,292.6,1.08,297.8885,,235.01355,0.68727,103.390686,0.23753898,0.06319509,0.57322705,423.98993,298.30905,0.36913222,0.77986014,148.69397,20.465101,0,,445.44318,,7.8226857,,8.379884,7.7058287,26.203045,2019,20.465101,292.6,0.8783412,0.11765346,19.45
7322,US-xST,45.5089,-89.5864,6093,8,15TYL,8/2/19 21:23,8/2/19,25:29.3,12.908907,0.45066503,1,0.00672,3.70718005,0.0672,66.00851,0.954,21.6794,300.76,2.24,192.7009,,160.84827,0.17059825,72.60092,0.72846794,0.092192054,0.7653819,295.14404,192.95474,0.34760332,0.4716168,114.96833,24.654057,0,,445.78317,,8.344048,,8.84004,7.873158,2.4742708,2019,24.654057,300.76,0.8566403,0.13811043,27.61
7425,US-xST,45.5089,-89.5864,7131,8,15TYL,10/8/19 19:07,10/8/19,09:38.3,167.78127,0.66635513,1,0.00312,1.6239453,0.031199997,116.165955,0.972,41.761326,290.82,1.04,332.5182,,227.70377,0.5307663,151.73158,0.09059026,0.38721138,0.52899,473.63452,333.52914,0.24764964,0,2.256168,17.116177,0,,445.57544,,7.5923553,,8.150779,7.4511757,17.448671,2019,17.116177,290.82,0.6262491,0.12348222,17.67
7427,US-xST,45.5089,-89.5864,7146,7,15TYL,10/9/19 18:18,10/9/19,20:38.3,,,,,,,,0.976,,292.42,1,,,,,,,,,,,,,,,,,445.57526,,7.8356605,,8.361579,7.6663003,15.803655,2019,,292.42,0.59877145,0.124264434,19.27
7520,US-xTR,45.4937,-89.5857,5238,8,15TYL,6/8/19 19:20,6/8/19,21:39.4,326.9774,0.50871164,1,0.00288,4.93908215,0.0288,166.09119,0.978,50,301.96,0.96,671.6531,,554.117,0.75586426,281.13733,0.17085473,0.07417736,0.5482151,818.6832,673.0226,0.28659222,0.5048248,267.34964,23.61214,0,,441.12006,,9.285492,,9.661129,8.663565,7.008279,2019,23.61214,301.96,0.8633167,0.055082362,28.81
7521,US-xTR,45.4937,-89.5857,5253,7,15TYL,6/9/19 18:30,6/9/19,31:58.4,71.07933,0.42669138,1,0.006,4.38619775,0.06,168.3566,0.964,35.3899,296.94,2,523.4034,,426.82578,0.48255062,181.52841,0.43469617,0.08275322,0.6615881,640.17334,524.31555,0.29809353,0.29786044,226.38744,22.759636,0,,440.22974,,8.076568,,8.584494,7.573005,28.59775,2019,22.759636,296.94,0.86330473,0.055080667,23.79
7532,US-xTR,45.4937,-89.5857,5345,8,15TYL,6/15/19 16:46,6/15/19,48:14.4,219.31871,0.41313094,1,0.00468,3.93142685,0.0468,103.813995,0.968,50,287.74,1.56,413.7808,,304.49255,0.3596301,125.829,0.47000924,0.17036062,0.6760399,542.38135,414.5606,0.4467736,0.19846655,255.47713,17.560884,0,,439.51147,,7.0402813,,7.68282,7.016369,20.0227,2019,17.560884,287.74,0.8167692,0.14099088,14.59
7533,US-xTR,45.4937,-89.5857,5345,8,15TYL,6/15/19 16:46,6/15/19,48:14.4,219.31871,0.41313094,1,0.00468,3.93142685,0.0468,103.813995,0.968,50,287.74,1.56,413.7808,,304.49255,0.3596301,125.829,0.47000924,0.17036062,0.6760399,542.38135,414.5606,0.4467736,0.19846655,255.47713,17.560884,0,,439.51147,,7.0402813,,7.68282,7.016369,20.0227,2019,17.560884,287.74,0.8167692,0.14099088,14.59
7536,US-xTR,45.4937,-89.5857,5348,5,15TYL,6/15/19 21:37,6/15/19,39:19.4,268.37033,0.447055,1,0.00384,4.4682262,0.038399998,99.90847,0.966,50,289.76,1.28,424.53174,,323.45688,0.56877,144.58896,0.27382237,0.1574331,0.60217196,555.81934,425.3503,0.40435672,0.6454233,302.5181,19.497175,0,,439.3122,,7.3729453,,7.9555945,7.2218003,23.976097,2019,19.497175,289.76,0.8167692,0.14099088,16.61
7537,US-xTR,45.4937,-89.5857,5348,5,15TYL,6/15/19 21:37,6/15/19,39:19.4,268.37033,0.447055,1,0.00384,4.4682262,0.038399998,99.90847,0.966,50,289.76,1.28,424.53174,,323.45688,0.56877,144.58896,0.27382237,0.1574331,0.60217196,555.81934,425.3503,0.40435672,0.6454233,302.5181,19.497175,0,,439.3122,,7.3729453,,7.9555945,7.2218003,23.976097,2019,19.497175,289.76,0.8167692,0.14099088,16.61
7587,US-xTR,45.4937,-89.5857,5638,5,15TYL,7/4/19 14:00,7/4/19,02:29.4,143.11311,0.40395027,1,0.00696,5.7045226,0.06959999,130.57965,0.92,21.515568,286.62,2.32,467.315,,381.13916,0.47906753,153.87523,0.50112134,0.01981111,0.6717663,479.04797,467.99884,0.300813,0.404247,268.63617,21.967022,0,,440.1438,,7.0654616,,7.696632,6.7028294,7.5273194,2019,21.967022,286.62,0.9101446,0.031440176,13.47
7589,US-xTR,45.4937,-89.5857,5653,6,15TYL,7/5/19 13:11,7/5/19,12:51.4,94.615036,0.7324011,1,0.006,5.37781185,0.06,60.89667,0.95,20.883091,289.6,2,260.91006,,204.65884,0.004723039,150.3938,0.9842938,0.010957975,0.92331034,296.48224,261.29626,0.3445168,0,143.6466,19.660505,0,,440.24008,,7.4126244,,8.060912,7.355269,25.654604,2019,19.660505,289.6,0.9101087,0.030870663,16.45
7596,US-xTR,45.4937,-89.5857,5745,5,15TYL,7/11/19 11:28,7/11/19,30:29.4,,,,,,,,0.972,,286.36,1.16,,,,,,,,,,,,,,,,,441.69308,,7.051543,,7.657879,7.170482,23.893888,2019,,286.36,0.89020145,0.05293968,13.21
7601,US-xTR,45.4937,-89.5857,5986,8,15TYL,7/26/19 23:56,7/26/19,57:45.4,,,,,,,,0.956,,292.64,2.28,,,,,,,,,,,,,,,,,440.185,,7.741229,,8.3042555,7.483942,17.265404,2019,,292.64,0.9019074,0.14086826,19.49
7602,US-xTR,45.4937,-89.5857,5986,8,15TYL,7/26/19 23:56,7/26/19,57:45.4,,,,,,,,0.956,,292.64,2.28,,,,,,,,,,,,,,,,,440.185,,7.741229,,8.3042555,7.483942,17.265404,2019,,292.64,0.9019074,0.14086826,19.49
7604,US-xTR,45.4937,-89.5857,6032,8,15TYL,7/29/19 23:04,7/29/19,06:07.4,147.03932,0.40278155,1,0.0042,2.7695619,0.042,44.204617,0.968,23.040663,292.64,1.4,98.76155,,79.51761,0.32904994,32.031635,0.6104519,0.060511064,0.70856935,168.43907,98.80937,0.36675188,0.07541187,52.37361,21.699278,0,,439.15802,,7.8630033,,8.357095,7.5730104,8.73841,2019,21.699278,292.64,0.8837246,0.14098087,19.49
7606,US-xTR,45.4937,-89.5857,6047,7,15TYL,7/30/19 22:14,7/30/19,16:31.4,232.75493,0.4338193,,,3.4418738,,75.51679,0.972,50,292.8,1.08,298.02435,,235.61588,0.6811545,102.20539,0.2584327,0.06041279,0.5825022,423.4256,298.4504,0.38911217,0.7753784,149.12186,20.555115,0,,440.73837,,7.822579,,8.4038315,7.6567388,26.028225,2019,20.555115,292.8,0.88086545,0.14094912,19.65
7608,US-xTR,45.4937,-89.5857,6093,8,15TYL,8/2/19 21:23,8/2/19,25:29.4,10.0896015,0.4538637,1,0.00672,3.6932432,0.0672,60.647736,0.964,23.341621,301.62,2.24,176.87778,,147.899,0.14870971,67.17937,0.7685509,0.08273942,0.7758991,289.088,177.08038,0.3614279,0.47526354,102.97623,24.613382,0,,440.07022,,8.525073,,8.966623,7.926064,2.5215032,2019,24.613382,301.62,0.8635894,0.1466606,28.47
7617,US-xTR,45.4937,-89.5857,6215,7,15TYL,8/10/19 18:01,8/10/19,03:37.4,367.1526,0.5274104,1,0.00492,5.17116225,0.0492,204.09787,0.966,50,298.5,1.64,616.6869,,491.11615,0.54204345,259.163,0.20200877,0.25611797,0.59242266,783.41046,618.33496,0.31446448,0,50.883476,23.806738,0,,440.77618,,8.423698,,8.950852,7.9320755,20.283754,2019,23.806738,298.5,0.73430085,0.119720235,25.35
7618,US-xTR,45.4937,-89.5857,6215,7,15TYL,8/10/19 18:01,8/10/19,03:37.4,367.1526,0.5274104,1,0.00492,5.17116225,0.0492,204.09787,0.966,50,298.5,1.64,616.6869,,491.11615,0.54204345,259.163,0.20200877,0.25611797,0.59242266,783.41046,618.33496,0.31446448,0,50.883476,23.806738,0,,440.77618,,8.423698,,8.950852,7.9320755,20.283754,2019,23.806738,298.5,0.73430085,0.119720235,25.35
7619,US-xTR,45.4937,-89.5857,6215,7,15TYL,8/10/19 18:01,8/10/19,03:37.4,367.1526,0.5274104,1,0.00492,5.17116225,0.0492,204.09787,0.966,50,298.5,1.64,616.6869,,491.11615,0.54204345,259.163,0.20200877,0.25611797,0.59242266,783.41046,618.33496,0.31446448,0,50.883476,23.806738,0,,440.77618,,8.423698,,8.950852,7.9320755,20.283754,2019,23.806738,298.5,0.73430085,0.119720235,25.35
7629,US-xTR,45.4937,-89.5857,6218,4,15TYL,8/10/19 22:53,8/10/19,54:55.4,177.43544,0.48516,1,0.0054,5.1952252,0.053999998,49.8415,0.97,50,295.16,1.8,197.79942,,156.57669,0.39269248,75.99393,0.32888532,0.2784222,0.6553741,283.09995,198.18443,0.3445475,0.7578025,107.681984,23.430016,0,,440.27634,,8.027536,,8.572866,7.710262,16.711472,2019,23.430016,295.16,0.73430085,0.119720235,22.01
7630,US-xTR,45.4937,-89.5857,6218,4,15TYL,8/10/19 22:53,8/10/19,54:55.4,177.43544,0.48516,1,0.0054,5.1952252,0.053999998,49.8415,0.97,50,295.16,1.8,197.79942,,156.57669,0.39269248,75.99393,0.32888532,0.2784222,0.6553741,283.09995,198.18443,0.3445475,0.7578025,107.681984,23.430016,0,,440.27634,,8.027536,,8.572866,7.710262,16.711472,2019,23.430016,295.16,0.73430085,0.119720235,22.01
7631,US-xTR,45.4937,-89.5857,6218,4,15TYL,8/10/19 22:53,8/10/19,54:55.4,177.43544,0.48516,1,0.0054,5.1952252,0.053999998,49.8415,0.97,50,295.16,1.8,197.79942,,156.57669,0.39269248,75.99393,0.32888532,0.2784222,0.6553741,283.09995,198.18443,0.3445475,0.7578025,107.681984,23.430016,0,,440.27634,,8.027536,,8.572866,7.710262,16.711472,2019,23.430016,295.16,0.73430085,0.119720235,22.01
7702,US-xTR,45.4937,-89.5857,6630,5,15TYL,9/6/19 12:11,9/6/19,12:40.4,,,,,,,,0.954,,280.28,1.76,,,,,,,,,,,,,,,,,441.5282,,6.2471,,6.967977,6.5373125,27.792336,2019,,280.28,0.84581983,0.046524674,7.13
7703,US-xTR,45.4937,-89.5857,6630,5,15TYL,9/6/19 12:11,9/6/19,12:40.4,,,,,,,,0.954,,280.28,1.76,,,,,,,,,,,,,,,,,441.5282,,6.2471,,6.967977,6.5373125,27.792336,2019,,280.28,0.84581983,0.046524674,7.13
7735,US-xUK,39.0404,-95.1921,5761,5,15SUD,7/12/19 12:16,7/12/19,55:57.9,,,,,,,,0.974,,292.94,1.96,,,,,,,,,,,,,,,,,295.75125,,7.932207,,8.479945,7.748573,24.28432,2019,,292.94,0.8683302,0.10187382,19.79
7743,US-xUK,39.0404,-95.1921,6108,5,15SUD,8/3/19 20:32,8/3/19,11:53.9,498.5692,0.47870767,1,0.00744,3.61118475,0.0744,148.08185,0.962,50,299.96,2.48,559.6253,,489.36334,0.6008626,231.88455,0.25403562,0.14548162,0.601058,680.22003,560.51874,0.3061324,0.83725256,306.02585,28.896776,0,,295.69843,,8.526817,,8.914354,7.843127,5.9009676,2019,28.896776,299.96,0.8177778,0.11857569,26.81
7764,US-xUK,39.0404,-95.1921,7516,7,15SUD,11/2/19 15:01,11/2/19,40:54.9,71.36073,0.665149,1,0.0024,1.33860585,0.024,41.062202,0.976,0,276.06,0.8,149.44518,,66.31732,0.39821225,46.134956,0.2773716,0.36397868,0.7153041,253.0539,150.89388,0.26511195,0.43606097,69.22132,1.2740476,0,,295.65048,,5.6449556,,6.3365564,6.098812,22.584354,2019,1.2740476,276.06,0.6023008,0.066146106,2.91
7769,US-xUK,39.0404,-95.1921,7985,4,15SUD,12/2/19 20:23,12/2/19,03:06.9,341.9877,0.813346,1,0.0024,1.7899311,0.024,100.88938,0.97,0,274.3,0.8,191.50374,,101.06197,0.51398736,82.42085,0.023909185,0.46205884,0.4202231,309.85672,208.79025,0.30223155,0.82906556,144.46413,5.1913633,0,,295.55676,,5.555856,,6.1359286,5.8480563,18.42712,2019,5.1913633,274.3,0.48911658,0.10969757,1.15
7782,US-xUK,39.0404,-95.1921,8325,8,15SUD,12/24/19 18:48,12/24/19,27:13.9,419.04752,0.71312124,,,0.99936485,,118.21905,0.956,0,281.24,0.84,184.0671,,144.04959,0.2281988,100.92665,0.09289329,0.6790879,0.5999361,317.59836,248.95255,0.2819922,0.59370416,122.44498,12.657937,0,,296.44278,,6.4425898,,6.975626,6.4239902,23.378468,2019,12.657937,281.24,0.39735717,0.059554987,8.09
7827,US-xUK,39.0404,-95.1921,10994,7,15SUD,6/13/20 22:44,6/13/20,23:15.9,239.78275,0.43738592,1,0.00672,4.1890162,0.0672,82.308464,0.974,50,302.48,2.24,301.38672,,269.7554,0.6462574,118.182785,0.31260782,0.04684399,0.60921586,401.2954,301.38672,0.30173817,0.81337243,169.5224,29.333225,0,,297.09506,,8.930073,,9.330113,8.230346,26.964445,2020,29.333225,302.48,0.8898383,0.11542435,29.33
7858,US-xUK,39.0404,-95.1921,11909,6,15SUD,8/11/20 23:08,8/11/20,47:44.9,1000,0.47106045,1,0.008760001,3.12011755,0.0876,382.363,0.962,50,299.58,2.92,182.51494,,156.38757,0.32233402,73.077614,0.4393202,0.23881117,0.6969274,247.09161,182.51494,0.30794114,0.87845385,101.65158,29.102583,0,,296.19656,,8.610854,,9.02407,7.999105,1.2611378,2020,29.102583,299.58,0.7618812,0.16285838,26.43
7953,US-xUK,39.0404,-95.1921,16672,8,15SUD,6/14/21 21:57,6/14/21,36:45.9,,,,,,,,0.932,,295.92,1.88,,,,,,,,,,,,,,,,,296.34848,,8.335989,,8.727467,7.639165,25.181248,2021,,295.92,0.88798267,0.09946413,22.77
7959,US-xUK,39.0404,-95.1921,16806,4,15SUD,6/23/21 11:33,6/23/21,12:29.9,,,,,,,,0.964,,290.26,1.88,,,,,,,,,,,,,,,,,295.69662,,7.579109,,8.133173,7.4514327,9.222123,2021,,290.26,0.86963665,0.10773062,17.11
7961,US-xUK,39.0404,-95.1921,16810,8,15SUD,6/23/21 18:03,6/23/21,42:58.9,658.23425,0.8400702,1,0.00732,6.24996415,0.0732,193.73781,0.958,50,303.86,2.44,669.1147,,588.03046,0.82081187,496.88046,0.1340562,0.03991641,0.58573127,821.89325,671.00024,0.24836558,0.046509,207.17328,28.48504,0,,296.11203,,9.016659,,9.391277,8.138378,18.6609,2021,28.48504,303.86,0.86963665,0.10773062,30.71
8175,US-xUN,46.2339,-89.5373,12274,4,15TYM,9/4/20 12:09,9/4/20,11:20.0,,,,,,,,0.978,,279.62,1.08,,,,,,,,,,,,,,,,,495.53247,,6.158949,,6.790765,6.453102,16.98495,2020,,279.62,0.8391488,0.13355924,6.47
