,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,doy,time_solar,AOT,COT,vapor_gccm,ozone_cm,SZA,KG,Unnamed: 0,lat_Y,lon_Y,orbit_Y,scene_Y,tile_Y,time_UTC_Y,time_solar_Y,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C,elevation_km,Ra,UV,VIS,NIR,VISdiff,NIRdiff,VISdir,NIRdir
128,US-PFi,45.9749,-90.2327,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:04.152,0.0834978818893432,-0.2121856808662414,2.3909552097320557,0.3481855988502502,73.25213910420483,4.0,3828,45.9749,-90.2327,5528,7,15TYM,6/27/19 11:42,41:13.2,,,,,,,,0.948,,284.56,1.8,,,,,,,,,234.84884972263583,,,,,,,,452.13074,,6.8045754,,7.449773,6.766313,21.059227,2019,,284.56,0.9248171,0.12853381,11.41,3.058,371.64729760508305,13.587363657049588,99.18927007635504,121.2354867460839,25.2681709981003,2.467148464837697,73.92109907825474,118.7683382812462
129,US-PFi,45.9749,-90.2327,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:04.152,0.0821856558322906,1.529564380645752,2.837737560272217,0.3092656135559082,73.50026023829318,4.0,3857,45.9749,-90.2327,5638,5,15TYL,7/4/19 14:00,59:54.2,180.07857,0.4275322,1.0,0.00696,3.6113186,0.06959999,102.80406,0.952,38.83144,293.78,2.32,345.99844,,282.508,0.16735227,120.82643,0.8088463,0.023802109,0.7688161,180.46968167589554,346.49533,0.38775676,0.33629492,355.75305,22.106958,0.0,,454.7542,,7.788704,,8.305284,7.3690643,10.580594,2019,22.106958,293.78,0.9065302,0.1445364,20.63,3.058,366.2696456750976,12.26190424191435,82.00731708936911,85.9360291953375,39.86020645076091,85.73815400890341,42.1471106386082,0.1978751864340893
130,US-PFi,45.9749,-90.2327,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:04.152,0.0821856558322906,1.529564380645752,2.837737560272217,0.3092656135559082,73.50026023829318,4.0,3858,45.9749,-90.2327,5638,5,15TYM,7/4/19 14:00,59:54.2,185.5485,0.8483348,1.0,0.00696,3.4723097,0.06959999,132.73929,0.95,37.5265,293.72,2.32,367.70197,,301.46872,0.73486185,256.72174,0.24024507,0.018067585,0.67924666,180.46968167589554,368.25192,0.19511883,0.0,2.1540053,22.878193,0.0,,452.11353,,7.788543,,8.283092,7.3683524,10.57695,2019,22.878193,293.72,0.9065302,0.1445364,20.57,3.058,366.2696456750976,12.26190424191435,82.00731708936911,85.9360291953375,39.86020645076091,85.73815400890341,42.1471106386082,0.1978751864340893
131,US-PFi,45.9749,-90.2327,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,186,2019-07-04 17:59:04.152,0.17392098903656,72.78224182128906,4.3665361404418945,0.3083402514457702,73.55442703026962,4.0,3860,45.9749,-90.2327,5653,6,15TYL,7/5/19 13:11,10:16.2,213.43344,0.59945273,1.0,0.00576,3.9156637,0.0576,57.85082,0.954,40.344093,288.78,1.92,286.00146,,230.42682,0.024199057,138.07036,0.9576115,0.01818943,0.87282354,33.49752832980053,286.4253,0.35734668,0.0,156.14838,21.278782,0.0,,456.074,,7.296048,,7.9527016,7.2695193,22.265017,2019,21.278782,288.78,0.905329,0.14781098,15.63,3.058,365.11155494747476,2.77290105552762,18.911035023806818,11.869781299748128,17.303543415295962,11.869713380314726,1.6074916085108555,6.791943340189732e-05
132,US-PFi,45.9749,-90.2327,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,186,2019-07-04 17:59:04.152,0.17392098903656,72.78224182128906,4.3665361404418945,0.3083402514457702,73.55442703026962,4.0,3861,45.9749,-90.2327,5653,6,15TYM,7/5/19 13:11,10:16.2,191.87358,0.62524104,1.0,0.00576,3.4732685,0.0576,55.34202,0.954,40.44553,288.82,1.92,280.22888,,219.23344,0.02031569,137.5299,0.9638139,0.01587041,0.88326883,33.49752832980053,280.643,0.28115577,0.0,152.97545,19.6148,0.0,,453.76114,,7.296048,,7.9609065,7.2695193,22.266937,2019,19.6148,288.82,0.905329,0.14781098,15.67,3.058,365.11155494747476,2.77290105552762,18.911035023806818,11.869781299748128,17.303543415295962,11.869713380314726,1.6074916085108555,6.791943340189732e-05
133,US-PFi,45.9749,-90.2327,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,189,2019-07-07 17:59:04.152,0.5233216881752014,-0.0060764816589653,1.7928768396377563,0.3358102440834045,73.74463898121562,4.0,3865,45.9749,-90.2327,5699,5,15TYL,7/8/19 12:20,19:29.2,,,,,,,,0.966,,287.54,1.36,,,,,,,,,192.00484085117253,,,,,,,,455.29233,,7.246397,,7.8369217,7.246725,3.938947,2019,,287.54,0.926123,0.18419537,14.39,3.058,361.05791082099347,10.1465997638579,78.66062501715669,102.46260145847481,59.655035097532966,54.892729642806124,19.005589919623723,47.569871815668684
134,US-PFi,45.9749,-90.2327,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,189,2019-07-07 17:59:04.152,0.5233216881752014,-0.0060764816589653,1.7928768396377563,0.3358102440834045,73.74463898121562,4.0,3866,45.9749,-90.2327,5699,5,15TYM,7/8/19 12:20,19:29.2,,,,,,,,0.964,,287.54,1.36,,,,,,,,,192.00484085117253,,,,,,,,451.79385,,7.229237,,7.832521,7.221169,3.9326577,2019,,287.54,0.926123,0.18419537,14.39,3.058,361.05791082099347,10.1465997638579,78.66062501715669,102.46260145847481,59.655035097532966,54.892729642806124,19.005589919623723,47.569871815668684
135,US-PFi,45.9749,-90.2327,5745,5,15TYL,2019-07-11 00:00:00,2019-07-11,192,2019-07-10 17:59:04.152,0.1370292603969574,39.95758819580078,2.9428293704986572,0.3432811796665191,73.97595997117749,4.0,3869,45.9749,-90.2327,5745,5,15TYL,7/11/19 11:28,27:54.2,,,,,,,,0.974,,285.04,1.08,,,,,,,,,51.99751275779538,,,,,,,,454.77942,,6.908888,,7.517919,7.069734,26.036194,2019,,285.04,0.91602564,0.13836004,11.89,3.058,356.1416824777537,3.9527077005134945,27.161694897396185,20.778715889608733,24.852873800849604,20.778568507159175,2.3088210965465805,0.00014738244955836421
136,US-PFi,45.9749,-90.2327,5745,5,15TYL,2019-07-11 00:00:00,2019-07-11,192,2019-07-10 17:59:04.152,0.1370292603969574,39.95758819580078,2.9428293704986572,0.3432811796665191,73.97595997117749,4.0,3870,45.9749,-90.2327,5745,5,15TYM,7/11/19 11:28,27:54.2,,,,,,,,0.972,,285.26,1.08,,,,,,,,,51.99751275779538,,,,,,,,451.805,,6.89423,,7.5183797,7.0638366,26.034678,2019,,285.26,0.91602564,0.13836004,12.11,3.058,356.1416824777537,3.9527077005134945,27.161694897396185,20.778715889608733,24.852873800849604,20.778568507159175,2.3088210965465805,0.00014738244955836421
137,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3875,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,156.30854092662673,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19,3.058,319.0088903964655,9.671970136846074,68.7153666880458,77.52793100179932,30.22441335192985,73.95019498054745,38.49095333611595,3.577736021251866
138,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3876,45.9749,-90.2327,5986,8,15TYL,7/26/19 23:56,55:10.2,,,,,,,,0.97,,294.34,1.96,,,,,,,,,156.30854092662673,,,,,,,,454.9842,,8.010815,,8.578964,7.7786365,26.399998,2019,,294.34,0.88464993,0.04988814,21.19,3.058,319.0088903964655,9.671970136846074,68.7153666880458,77.52793100179932,30.22441335192985,73.95019498054745,38.49095333611595,3.577736021251866
139,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3877,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,156.30854092662673,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21,3.058,319.0088903964655,9.671970136846074,68.7153666880458,77.52793100179932,30.22441335192985,73.95019498054745,38.49095333611595,3.577736021251866
140,US-PFi,45.9749,-90.2327,5986,7,15TYL,2019-07-26 00:00:00,2019-07-26,207,2019-07-25 17:59:04.152,0.2057033032178878,0.6190347671508789,3.2426891326904297,0.3161026537418365,75.72154643797852,4.0,3878,45.9749,-90.2327,5986,8,15TYM,7/26/19 23:56,55:10.2,,,,,,,,0.968,,294.36,1.96,,,,,,,,,156.30854092662673,,,,,,,,453.53412,,8.009385,,8.58001,7.7639055,26.399998,2019,,294.36,0.88464993,0.04988814,21.21,3.058,319.0088903964655,9.671970136846074,68.7153666880458,77.52793100179932,30.22441335192985,73.95019498054745,38.49095333611595,3.577736021251866
141,US-PFi,45.9749,-90.2327,6032,8,15TYL,2019-07-29 00:00:00,2019-07-29,210,2019-07-28 17:59:04.152,0.7254098653793335,40.58903884887695,4.706615447998047,0.298759400844574,76.18150193323542,4.0,3880,45.9749,-90.2327,6032,8,15TYL,7/29/19 23:04,03:32.2,115.65612,0.4036896,1.0,0.00396,6.52174535,0.0396,35.93014,0.972,21.479284,291.48,1.32,143.0206,,111.68391,0.30993748,45.417034,0.6243278,0.059354994,0.7132578,29.539319183110482,143.19376,0.37133434,0.29384407,93.57928,19.988388,0.0,,455.57086,,7.6442833,,8.209112,7.5520787,2.106736,2019,19.988388,291.48,0.88454473,0.04988221,18.33,3.058,309.17092162387945,1.9275412101598652,14.881894178111638,12.565944180655183,13.616901519306026,12.565867783813989,1.2649926588056122,7.639684119453705e-05
142,US-PFi,45.9749,-90.2327,6032,8,15TYL,2019-07-29 00:00:00,2019-07-29,210,2019-07-28 17:59:04.152,0.7254098653793335,40.58903884887695,4.706615447998047,0.298759400844574,76.18150193323542,4.0,3881,45.9749,-90.2327,6032,8,15TYM,7/29/19 23:04,03:32.2,110.80265,1.0,1.0,0.00396,3.48749315,0.0396,23.41584,0.974,0.0,291.42,1.32,51.44117,,89.70619,0.0,89.70619,0.0,1.0,0.717554,29.539319183110482,152.32533,0.4427891,0.33865547,106.916374,19.716814,0.0,,453.00513,,7.6898303,,8.186398,7.522589,2.1053536,2019,19.716814,291.42,0.88454473,0.04988221,18.27,3.058,309.17092162387945,1.9275412101598652,14.881894178111638,12.565944180655183,13.616901519306026,12.565867783813989,1.2649926588056122,7.639684119453705e-05
143,US-PFi,45.9749,-90.2327,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:59:04.152,0.077184297144413,0.0635957643389701,0.8916543126106262,0.3026192188262939,93.56503398711334,4.0,4036,45.9749,-90.2327,7131,8,15TYL,10/8/19 19:07,07:03.2,179.49911,0.6633525,1.0,0.00288,1.3790335,0.0288,123.649284,0.976,32.428555,291.24,0.96,350.8693,,238.91095,0.50409937,158.4329,0.09512435,0.40076354,0.54144883,0.0,352.11194,0.2928556,0.0,1.9290103,17.044167,0.0,,455.433,,7.62283,,8.210868,7.5308504,7.8146434,2019,17.044167,291.24,0.59214115,0.09931689,18.09,3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,US-PFi,45.9749,-90.2327,7131,8,15TYL,2019-10-08 00:00:00,2019-10-08,281,2019-10-07 17:59:04.152,0.077184297144413,0.0635957643389701,0.8916543126106262,0.3026192188262939,93.56503398711334,4.0,4037,45.9749,-90.2327,7131,8,15TYM,10/8/19 19:07,07:03.2,172.12437,0.6589615,1.0,0.00288,1.5449429,0.0288,116.92874,0.976,28.403913,291.24,0.96,331.29752,,217.08421,0.4047719,143.06721,0.10521444,0.4900758,0.5656707,0.0,332.59784,0.29991627,0.0,2.107205,15.983959,0.0,,451.814,,7.6195445,,8.2130995,7.5308504,7.8247547,2019,15.983959,291.24,0.59214115,0.09931689,18.09,3.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,US-PFq,45.9271,-90.2475,5116,8,15TYL,2019-05-31 00:00:00,2019-05-31,151,2019-05-30 17:59:00.600,0.756563663482666,-1.3924190998077393,2.4744396209716797,0.3445474505424499,74.46070340957209,4.0,4261,45.9271,-90.2475,5116,8,15TYL,5/31/19 22:42,41:18.6,23.673328,0.5586234,1.0,0.00528,2.2931082,0.0528,92.72218,0.96,9.089614,292.76,1.76,244.22351,,172.25792,0.53660816,96.932365,0.19536097,0.28607687,0.59723926,155.76981508693174,245.51721,0.25753713,0.0,10.603195,16.812227,0.0,,439.31396,,7.6193295,,8.255828,7.4056935,15.933604,2019,16.812227,292.76,0.7020776,0.05009072,19.61,3.493,347.1717343009911,7.392500747829697,62.03986186225394,85.77727630982325,51.53400320845972,60.69922152031469,10.50585865379422,25.078054789508563
146,US-PFq,45.9271,-90.2475,5177,8,15TYL,2019-06-04 00:00:00,2019-06-04,155,2019-06-03 17:59:00.600,0.5099445581436157,0.6549345254898071,2.548341751098633,0.3445150852203369,74.06967698127185,4.0,4263,45.9271,-90.2475,5177,8,15TYL,6/4/19 21:01,00:16.6,76.2694,0.9213295,1.0,0.00552,3.07682655,0.0552,60.9415,0.972,19.011185,298.38,1.84,241.54239,,181.0139,0.5203346,166.98833,0.30322552,0.17761622,0.7612368,161.6533155898491,242.77124,0.18514238,0.48492542,121.77112,20.378658,0.0,,438.9398,,8.390865,,8.795225,7.9049225,7.0390167,2019,20.378658,298.38,0.7009077,0.049706392,25.23,3.493,355.2800938482595,8.59724450179445,67.16872794875025,85.34902860654631,29.70433985253181,81.80545907389276,37.464388096218435,3.5435695326535495
147,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4278,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,45:35.6,340.5972,0.5384661,1.0,0.0048,5.04797915,0.048,230.70576,0.976,50.0,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,21.103957255281237,655.6187,0.2781005,0.0,2.5373716,16.587654,0.0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93,3.493,369.5654072911134,1.8791159298075746,12.558070296165184,6.75481463810354,11.490600761127473,6.754775584125818,1.067469535037711,3.905397772197006e-05
148,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4279,45.9271,-90.2475,5345,8,15TYL,6/15/19 16:46,45:35.6,340.5972,0.5384661,1.0,0.0048,5.04797915,0.048,230.70576,0.976,50.0,291.08,1.6,653.0677,,478.34244,0.7912722,257.45367,0.13391641,0.07339384,0.523555,21.103957255281237,655.6187,0.2781005,0.0,2.5373716,16.587654,0.0,,439.70892,,7.5425916,,8.126909,7.432576,10.970682,2019,16.587654,291.08,0.8609963,0.045583606,17.93,3.493,369.5654072911134,1.8791159298075746,12.558070296165184,6.75481463810354,11.490600761127473,6.754775584125818,1.067469535037711,3.905397772197006e-05
149,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4282,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,36:40.6,263.71582,0.5301832,1.0,0.0036,5.0507955,0.036000002,92.17709,0.976,50.0,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,21.103957255281237,401.37897,0.290151,0.79817706,192.0372,18.858116,0.0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05,3.493,369.5654072911134,1.8791159298075746,12.558070296165184,6.75481463810354,11.490600761127473,6.754775584125818,1.067469535037711,3.905397772197006e-05
150,US-PFq,45.9271,-90.2475,5345,8,15TYL,2019-06-15 00:00:00,2019-06-15,166,2019-06-14 17:59:00.600,0.2301028966903686,143.44798278808594,3.003242015838623,0.362677127122879,73.37034619901368,4.0,4283,45.9271,-90.2475,5348,5,15TYL,6/15/19 21:37,36:40.6,263.71582,0.5301832,1.0,0.0036,5.0507955,0.036000002,92.17709,0.976,50.0,292.2,1.2,399.9449,,306.45242,0.7897176,162.50044,0.13933466,0.07411027,0.52753705,21.103957255281237,401.37897,0.290151,0.79817706,192.0372,18.858116,0.0,,440.12677,,7.708937,,8.297252,7.581785,25.48767,2019,18.858116,292.2,0.8609963,0.045583606,19.05,3.493,369.5654072911134,1.8791159298075746,12.558070296165184,6.75481463810354,11.490600761127473,6.754775584125818,1.067469535037711,3.905397772197006e-05
151,US-PFq,45.9271,-90.2475,5363,6,15TYL,2019-06-16 00:00:00,2019-06-16,167,2019-06-15 17:59:00.600,0.0630536153912544,1.426609754562378,1.4292805194854736,0.3380798399448395,73.33474734979355,4.0,4285,45.9271,-90.2475,5363,6,15TYL,6/16/19 20:48,47:05.6,,,,,,,,0.964,,295.38,1.44,,,,,,,,,189.88669616399403,,,,,,,,439.36694,,7.9157386,,8.467669,7.7165284,9.204843,2019,,295.38,0.89346296,0.06520651,22.23,3.493,370.2750341383928,12.188583743129639,83.23879544677881,94.27153223558041,39.962131990876344,93.92422053574408,43.276663455902465,0.34731169983632526
152,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4289,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,37.52069336758504,503.6417,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
153,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4290,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,37.52069336758504,503.6417,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
154,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4291,45.9271,-90.2475,5406,8,15TYL,6/19/19 15:05,04:27.6,324.8404,0.42620042,1.0,0.00384,5.120969,0.038399998,186.16191,0.972,50.0,290.68,1.28,502.46408,,386.59207,0.6924255,164.7657,0.3031132,0.0,0.59913206,37.52069336758504,503.6417,0.33519217,0.0,1.9961057,18.034636,0.0,,440.04614,,7.4460635,,8.05538,7.319223,2.540821,2019,18.034636,290.68,0.9286333,0.116434895,17.53,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
155,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4295,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,37.52069336758504,570.8025,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
156,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4296,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,37.52069336758504,570.8025,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
157,US-PFq,45.9271,-90.2475,5406,8,15TYL,2019-06-19 00:00:00,2019-06-19,170,2019-06-18 17:59:00.600,0.1224290579557418,61.596771240234375,1.9203723669052124,0.3530579805374145,73.25631397119007,4.0,4297,45.9271,-90.2475,5409,4,15TYL,6/19/19 19:56,55:05.6,201.64078,0.4629633,1.0,0.00444,4.26911605,0.0444,148.07489,0.976,50.0,293.96,1.48,569.0713,,459.89172,0.7791617,214.98445,0.21408913,0.0,0.5619415,37.52069336758504,570.8025,0.3127483,0.7914252,286.00497,20.823095,0.0,,440.15747,,7.866746,,8.389966,7.5656347,15.723931,2019,20.823095,293.96,0.9286333,0.116434895,20.81,3.493,371.8116721839988,2.8617641932274513,20.212994058270386,14.37832292332319,18.494835546632597,14.378234650795667,1.7181585116377889,8.827252752219295e-05
158,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4317,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,238.02329187630608,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,13.672114995758562,99.53256254137798,124.04687255400584,24.517361738648987,2.379362248581148,75.015200802729,121.6675103054247
159,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4318,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,238.02329187630608,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,13.672114995758562,99.53256254137798,124.04687255400584,24.517361738648987,2.379362248581148,75.015200802729,121.6675103054247
160,US-PFq,45.9271,-90.2475,5528,7,15TYL,2019-06-27 00:00:00,2019-06-27,178,2019-06-26 17:59:00.600,0.0833140164613723,-0.340800017118454,2.378246307373047,0.3486303091049194,73.25592298199635,4.0,4319,45.9271,-90.2475,5528,7,15TYL,6/27/19 11:42,41:09.6,,,,,,,,0.95,,282.58,1.8,,,,,,,,,238.02329187630608,,,,,,,,440.35498,,6.5920405,,7.2581353,6.6946354,20.421238,2019,,282.58,0.9022297,0.1396263,9.43,3.493,371.5657349572629,13.672114995758562,99.53256254137798,124.04687255400584,24.517361738648987,2.379362248581148,75.015200802729,121.6675103054247
161,US-PFq,45.9271,-90.2475,5638,5,15TYL,2019-07-04 00:00:00,2019-07-04,185,2019-07-03 17:59:00.600,0.0832377821207046,0.907562017440796,2.8574509620666504,0.3092333376407623,73.50381187683945,4.0,4336,45.9271,-90.2475,5638,5,15TYL,7/4/19 14:00,59:50.6,191.0946,0.41293606,1.0,0.00696,5.10270315,0.06959999,104.22016,0.902,9.279946,283.52,2.32,414.54193,,338.39435,0.22571856,139.70897,0.7558267,0.018454757,0.74851274,202.64146162762827,415.68674,0.35456887,0.0,237.63312,21.930634,0.0,,440.1115,,6.82484,,7.3307843,6.590651,9.809735,2019,21.930634,283.52,0.91077983,0.14714703,10.37,3.493,366.1929954478379,13.234905174490514,89.86476908163552,99.2466025201598,40.36654381154062,96.48158174931436,49.49822527009489,2.765020770845439
162,US-PFq,45.9271,-90.2475,5653,6,15TYL,2019-07-05 00:00:00,2019-07-05,186,2019-07-04 17:59:00.600,0.1679906249046325,73.58078002929688,4.424029350280762,0.3082490563392639,73.55792808178722,4.0,4338,45.9271,-90.2475,5653,6,15TYL,7/5/19 13:11,10:12.6,193.75783,0.6127173,1.0,0.00576,3.9435748,0.0576,54.974567,0.95,31.530762,288.8,1.92,278.85114,,224.60312,0.020795917,137.75128,0.9668446,0.012359439,0.8789811,33.062870225696145,279.60184,0.3513708,0.0,152.03036,21.094147,0.0,,439.3881,,7.2577333,,7.9612846,7.285751,22.935236,2019,21.094147,288.8,0.91085976,0.1456703,15.65,3.493,365.03597306728665,2.7169421494709747,18.60829542041544,11.781517449239086,17.026537536759037,11.781450034855489,1.5817578836564046,6.741438359725294e-05
163,US-PFq,45.9271,-90.2475,5699,5,15TYL,2019-07-08 00:00:00,2019-07-08,189,2019-07-07 17:59:00.600,0.5198169946670532,-0.0443261750042438,1.8252662420272827,0.3353461325168609,73.74796270771009,4.0,4342,45.9271,-90.2475,5699,5,15TYL,7/8/19 12:20,19:25.6,,,,,,,,0.966,,286.04,1.36,,,,,,,,,191.71179962006744,,,,,,,,439.985,,7.072905,,7.6717973,7.152893,3.6855214,2019,,286.04,0.91139615,0.122104466,12.89,3.493,360.9860763346435,9.898231911462961,77.69219197882524,103.49895102550813,58.32636141433214,53.91347456572465,19.365830564493095,49.585476459783486
